t,Antenna ID,Event Code,Device ID,x,y, Tile ID
20,79,1,284,600793.228624,651487.560420,794
20,125,1,257,601294.624885,651491.901199,799
20,126,1,291,601313.513827,650261.674850,475
20,148,2,230,600284.643085,653002.162496,1221
20,197,0,283,600793.228624,651487.560420,794
20,23,2,246,599987.832676,651933.067514,921
20,106,0,292,601313.513827,650261.674850,475
20,136,2,270,601269.507738,649271.093619,204
20,18,0,257,601294.624885,651491.901199,799
20,148,0,297,600440.794600,652871.456006,1168
20,45,1,241,600053.218578,650014.605814,408
21,109,1,242,600751.983053,649263.268178,199
21,23,2,246,599987.832676,651933.067514,921
21,197,1,283,600952.609538,651349.948944,768
21,7,0,242,600751.983053,649263.268178,199
21,213,2,253,599821.045903,650050.220257,406
21,142,0,296,600558.850163,652742.872282,1142
21,194,2,289,600384.426337,650135.919067,439
21,18,1,257,601467.363592,651430.749011,800
21,23,2,259,600078.941324,651854.245087,895
21,142,0,297,600558.850163,652742.872282,1142
21,32,0,284,600952.609538,651349.948944,768
21,23,2,245,599987.832676,651933.067514,921
21,97,2,276,600417.844322,650529.417888,547
21,181,0,257,601467.363592,651430.749011,800
21,131,2,234,601514.911596,650068.348954,423
21,106,2,291,601406.029738,650101.045254,422
21,148,2,230,600284.643085,653002.162496,1221
21,148,1,296,600558.850163,652742.872282,1142
21,32,0,283,600952.609538,651349.948944,768
21,7,0,280,600686.881890,649109.477371,172
21,7,0,241,600751.983053,649263.268178,199
21,109,1,241,600751.983053,649263.268178,199
21,148,1,297,600558.850163,652742.872282,1142
21,45,2,273,600098.606720,649132.313536,166
21,106,2,292,601406.029738,650101.045254,422
21,33,1,280,600686.881890,649109.477371,172
21,71,2,299,600078.643630,648822.477079,85
21,136,1,270,600629.498658,650014.343535,414
21,201,2,268,600410.273702,650778.988449,601
21,91,0,270,600629.498658,650014.343535,414
21,197,1,284,600952.609538,651349.948944,768
22,55,0,257,601555.485445,651270.085418,747
22,90,0,284,600995.056948,651143.702946,715
22,142,2,297,600647.080805,652592.252749,1089
22,148,2,230,600284.643085,653002.162496,1221
22,7,2,242,600751.983053,649263.268178,199
22,201,2,268,600410.273702,650778.988449,601
22,23,2,245,599987.832676,651933.067514,921
22,32,1,284,600995.056948,651143.702946,715
22,106,1,292,601542.460446,649975.555323,396
22,188,0,280,600642.241822,649299.010702,198
22,181,1,257,601555.485445,651270.085418,747
22,23,2,246,599987.832676,651933.067514,921
22,32,1,283,600995.056948,651143.702946,715
22,213,2,253,599821.045903,650050.220257,406
22,131,2,234,601514.911596,650068.348954,423
22,91,1,270,599969.599013,650739.991191,596
22,131,0,291,601542.460446,649975.555323,396
22,7,2,241,600751.983053,649263.268178,199
22,77,0,270,599969.599013,650739.991191,596
22,7,1,280,600642.241822,649299.010702,198
22,106,1,291,601542.460446,649975.555323,396
22,97,2,276,600417.844322,650529.417888,547
22,142,2,296,600647.080805,652592.252749,1089
22,23,2,259,600078.941324,651854.245087,895
22,194,2,289,600384.426337,650135.919067,439
22,131,0,292,601542.460446,649975.555323,396
22,71,2,299,600078.643630,648822.477079,85
22,45,2,273,600098.606720,649132.313536,166
22,90,0,283,600995.056948,651143.702946,715
23,131,2,234,601514.911596,650068.348954,423
23,125,0,284,601130.415548,651305.001562,770
23,214,0,253,599990.268186,650129.654307,435
23,23,2,246,599987.832676,651933.067514,921
23,148,2,230,600284.643085,653002.162496,1221
23,23,2,245,599987.832676,651933.067514,921
23,90,1,284,601130.415548,651305.001562,770
23,131,2,291,601542.460446,649975.555323,396
23,188,2,280,600642.241822,649299.010702,198
23,131,2,292,601542.460446,649975.555323,396
23,55,1,257,601728.861369,651210.763921,749
23,213,1,253,599990.268186,650129.654307,435
23,142,2,297,600540.898460,652730.803099,1142
23,125,0,283,601130.415548,651305.001562,770
23,135,0,257,601728.861369,651210.763921,749
23,109,0,241,600108.646526,650062.579224,409
23,142,2,296,600540.898460,652730.803099,1142
23,90,1,283,601130.415548,651305.001562,770
23,45,2,273,600098.606720,649132.313536,166
23,23,2,259,600078.941324,651854.245087,895
23,7,1,242,600108.646526,650062.579224,409
23,7,1,241,600108.646526,650062.579224,409
23,71,2,299,600078.643630,648822.477079,85
23,97,2,276,600417.844322,650529.417888,547
23,77,2,270,599969.599013,650739.991191,596
23,201,2,268,600410.273702,650778.988449,601
23,109,0,242,600108.646526,650062.579224,409
23,194,2,289,600384.426337,650135.919067,439
24,188,2,280,600642.241822,649299.010702,198
24,31,0,296,600670.262893,652848.002645,1170
24,226,0,253,600167.568406,650188.904467,436
24,142,1,296,600670.262893,652848.002645,1170
24,23,2,245,599987.832676,651933.067514,921
24,131,2,291,601542.460446,649975.555323,396
24,109,2,241,600108.646526,650062.579224,409
24,31,0,297,600670.262893,652848.002645,1170
24,79,0,270,600623.036406,651471.463429,792
24,109,2,242,600108.646526,650062.579224,409
24,71,2,299,600078.643630,648822.477079,85
24,23,2,246,599987.832676,651933.067514,921
24,45,2,273,600098.606720,649132.313536,166
24,131,2,234,601514.911596,650068.348954,423
24,175,0,283,601102.607284,651096.277115,689
24,148,2,230,600284.643085,653002.162496,1221
24,214,1,253,600167.568406,650188.904467,436
24,125,1,284,601102.607284,651096.277115,689
24,175,0,284,601102.607284,651096.277115,689
24,162,0,257,601816.577262,651049.878332,696
24,23,2,259,600078.941324,651854.245087,895
24,135,1,257,601816.577262,651049.878332,696
24,125,1,283,601102.607284,651096.277115,689
24,142,1,297,600670.262893,652848.002645,1170
24,194,2,289,600384.426337,650135.919067,439
24,77,1,270,600623.036406,651471.463429,792
24,201,2,268,600410.273702,650778.988449,601
24,97,2,276,600417.844322,650529.417888,547
24,131,2,292,601542.460446,649975.555323,396
25,31,2,296,600840.337933,652887.313852,1172
25,131,2,292,601542.460446,649975.555323,396
25,45,2,273,600098.606720,649132.313536,166
25,31,2,297,600840.337933,652887.313852,1172
25,109,1,242,601087.702307,650369.547970,500
25,154,0,270,601406.887453,652061.047688,962
25,23,2,245,599987.832676,651933.067514,921
25,175,1,284,601292.410189,651187.458536,718
25,148,2,230,600284.643085,653002.162496,1221
25,158,0,241,601087.702307,650369.547970,500
25,162,1,257,601639.255410,651003.669978,694
25,79,1,270,601406.887453,652061.047688,962
25,59,0,283,601292.410189,651187.458536,718
25,23,2,259,600078.941324,651854.245087,895
25,158,0,242,601087.702307,650369.547970,500
25,59,0,284,601292.410189,651187.458536,718
25,131,2,291,601542.460446,649975.555323,396
25,131,2,234,601514.911596,650068.348954,423
25,71,2,299,600078.643630,648822.477079,85
25,226,2,253,600167.568406,650188.904467,436
25,201,2,268,600410.273702,650778.988449,601
25,194,2,289,600384.426337,650135.919067,439
25,48,0,257,601639.255410,651003.669978,694
25,97,2,276,600417.844322,650529.417888,547
25,175,1,283,601292.410189,651187.458536,718
25,23,2,246,599987.832676,651933.067514,921
25,188,2,280,600642.241822,649299.010702,198
25,109,1,241,601087.702307,650369.547970,500
26,31,1,297,601014.081847,652904.164437,1201
26,18,0,284,601240.010347,651391.403261,771
26,18,0,283,601240.010347,651391.403261,771
26,70,0,242,602094.429551,650171.355414,456
26,65,0,273,600734.365886,649605.735158,307
26,23,2,245,599987.832676,651933.067514,921
26,23,2,246,599987.832676,651933.067514,921
26,23,2,259,600078.941324,651854.245087,895
26,226,2,253,600167.568406,650188.904467,436
26,227,0,296,601014.081847,652904.164437,1201
26,158,1,241,602094.429551,650171.355414,456
26,97,2,276,600417.844322,650529.417888,547
26,201,2,268,600410.273702,650778.988449,601
26,154,2,270,601406.887453,652061.047688,962
26,70,0,241,602094.429551,650171.355414,456
26,71,2,299,600078.643630,648822.477079,85
26,59,1,284,601240.010347,651391.403261,771
26,188,2,280,600642.241822,649299.010702,198
26,48,1,257,601800.152556,651091.364672,696
26,158,1,242,602094.429551,650171.355414,456
26,135,0,257,601800.152556,651091.364672,696
26,131,2,291,601542.460446,649975.555323,396
26,59,1,283,601240.010347,651391.403261,771
26,131,2,292,601542.460446,649975.555323,396
26,227,0,297,601014.081847,652904.164437,1201
26,45,1,273,600734.365886,649605.735158,307
26,131,2,234,601514.911596,650068.348954,423
26,31,1,296,601014.081847,652904.164437,1201
26,148,2,230,600284.643085,653002.162496,1221
26,194,2,289,600384.426337,650135.919067,439
27,201,2,268,600410.273702,650778.988449,601
27,65,1,273,601519.075036,649717.758813,342
27,181,0,284,601444.182169,651442.911140,800
27,70,2,242,602094.429551,650171.355414,456
27,23,2,245,599987.832676,651933.067514,921
27,227,2,297,601014.081847,652904.164437,1201
27,227,2,296,601014.081847,652904.164437,1201
27,135,2,257,601800.152556,651091.364672,696
27,71,2,299,600078.643630,648822.477079,85
27,97,2,276,600417.844322,650529.417888,547
27,131,2,291,601542.460446,649975.555323,396
27,194,2,289,600384.426337,650135.919067,439
27,70,2,241,602094.429551,650171.355414,456
27,23,2,246,599987.832676,651933.067514,921
27,188,2,280,600642.241822,649299.010702,198
27,18,1,283,601444.182169,651442.911140,800
27,154,1,270,600691.248790,651390.306780,766
27,131,2,292,601542.460446,649975.555323,396
27,18,1,284,601444.182169,651442.911140,800
27,148,2,230,600284.643085,653002.162496,1221
27,181,0,283,601444.182169,651442.911140,800
27,118,0,273,601519.075036,649717.758813,342
27,197,0,270,600691.248790,651390.306780,766
27,131,2,234,601514.911596,650068.348954,423
27,226,2,253,600167.568406,650188.904467,436
27,23,2,259,600078.941324,651854.245087,895
28,70,1,241,601344.727141,649470.836799,259
28,118,1,273,601857.565471,650434.516774,534
28,23,2,246,599987.832676,651933.067514,921
28,31,0,297,600894.517836,652776.982138,1146
28,181,2,284,601444.182169,651442.911140,800
28,227,1,296,600894.517836,652776.982138,1146
28,77,0,270,599961.574576,650734.862196,596
28,31,0,296,600894.517836,652776.982138,1146
28,71,2,299,600078.643630,648822.477079,85
28,181,2,283,601444.182169,651442.911140,800
28,227,1,297,600894.517836,652776.982138,1146
28,135,1,257,601665.791344,650966.764049,667
28,194,2,289,600384.426337,650135.919067,439
28,97,2,276,600417.844322,650529.417888,547
28,131,2,292,601542.460446,649975.555323,396
28,226,2,253,600167.568406,650188.904467,436
28,188,2,280,600642.241822,649299.010702,198
28,197,1,270,599961.574576,650734.862196,596
28,23,2,259,600078.941324,651854.245087,895
28,23,2,245,599987.832676,651933.067514,921
28,201,2,268,600410.273702,650778.988449,601
28,70,1,242,601344.727141,649470.836799,259
28,131,2,234,601514.911596,650068.348954,423
28,81,0,242,601344.727141,649470.836799,259
28,48,0,257,601665.791344,650966.764049,667
28,131,2,291,601542.460446,649975.555323,396
28,122,0,273,601857.565471,650434.516774,534
28,148,2,230,600284.643085,653002.162496,1221
28,81,0,241,601344.727141,649470.836799,259
29,181,2,284,601444.182169,651442.911140,800
29,48,1,257,601566.323935,650812.866402,639
29,131,2,292,601542.460446,649975.555323,396
29,122,2,273,601857.565471,650434.516774,534
29,97,2,276,600417.844322,650529.417888,547
29,226,2,253,600167.568406,650188.904467,436
29,71,2,299,600078.643630,648822.477079,85
29,23,2,246,599987.832676,651933.067514,921
29,23,2,259,600078.941324,651854.245087,895
29,33,0,241,600555.000255,648815.770787,89
29,33,0,242,600555.000255,648815.770787,89
29,23,2,245,599987.832676,651933.067514,921
29,194,2,289,600384.426337,650135.919067,439
29,166,0,257,601566.323935,650812.866402,639
29,131,2,234,601514.911596,650068.348954,423
29,77,2,270,599961.574576,650734.862196,596
29,201,2,268,600410.273702,650778.988449,601
29,81,1,242,600555.000255,648815.770787,89
29,148,2,230,600284.643085,653002.162496,1221
29,181,2,283,601444.182169,651442.911140,800
29,31,2,297,600780.361166,652644.924784,1118
29,81,1,241,600555.000255,648815.770787,89
29,31,2,296,600780.361166,652644.924784,1118
29,131,2,291,601542.460446,649975.555323,396
29,188,2,280,600642.241822,649299.010702,198
30,31,1,296,600687.805382,652496.923714,1063
30,226,2,253,600167.568406,650188.904467,436
30,77,2,270,599961.574576,650734.862196,596
30,122,1,273,601251.129995,649924.072102,393
30,31,1,297,600687.805382,652496.923714,1063
30,181,2,284,601444.182169,651442.911140,800
30,33,2,242,600555.000255,648815.770787,89
30,181,2,283,601444.182169,651442.911140,800
30,23,2,245,599987.832676,651933.067514,921
30,97,2,276,600417.844322,650529.417888,547
30,131,2,292,601542.460446,649975.555323,396
30,188,2,280,600642.241822,649299.010702,198
30,23,2,246,599987.832676,651933.067514,921
30,201,2,268,600410.273702,650778.988449,601
30,33,2,241,600555.000255,648815.770787,89
30,198,0,273,601251.129995,649924.072102,393
30,166,2,257,601428.150315,650692.507349,584
30,216,0,297,600687.805382,652496.923714,1063
30,194,2,289,600384.426337,650135.919067,439
30,216,0,296,600687.805382,652496.923714,1063
30,71,2,299,600078.643630,648822.477079,85
30,148,2,230,600284.643085,653002.162496,1221
30,23,2,259,600078.941324,651854.245087,895
30,131,2,291,601542.460446,649975.555323,396
30,131,2,234,601514.911596,650068.348954,423
31,166,2,257,601428.150315,650692.507349,584
31,188,2,280,600642.241822,649299.010702,198
31,198,1,273,600672.480634,649382.331698,225
31,131,1,291,601724.508933,649940.635280,398
31,23,2,246,599987.832676,651933.067514,921
31,23,2,245,599987.832676,651933.067514,921
31,194,2,289,600384.426337,650135.919067,439
31,71,2,299,600078.643630,648822.477079,85
31,209,0,242,601559.302871,649025.904768,153
31,33,1,241,601559.302871,649025.904768,153
31,148,2,230,600284.643085,653002.162496,1221
31,226,2,253,600167.568406,650188.904467,436
31,181,2,284,601444.182169,651442.911140,800
31,209,0,241,601559.302871,649025.904768,153
31,216,2,296,600558.143826,652380.052969,1034
31,131,2,234,601514.911596,650068.348954,423
31,181,2,283,601444.182169,651442.911140,800
31,188,0,273,600672.480634,649382.331698,225
31,170,0,292,601724.508933,649940.635280,398
31,33,1,242,601559.302871,649025.904768,153
31,170,0,291,601724.508933,649940.635280,398
31,23,2,259,600078.941324,651854.245087,895
31,97,2,276,600417.844322,650529.417888,547
31,201,2,268,600410.273702,650778.988449,601
31,216,2,297,600558.143826,652380.052969,1034
31,77,2,270,599961.574576,650734.862196,596
31,131,1,292,601724.508933,649940.635280,398
32,166,2,257,601428.150315,650692.507349,584
32,194,2,289,600384.426337,650135.919067,439
32,179,0,296,600415.729038,652279.112797,1006
32,97,2,276,600417.844322,650529.417888,547
32,188,2,280,600642.241822,649299.010702,198
32,193,0,270,600936.425823,650626.709032,579
32,71,2,299,600078.643630,648822.477079,85
32,71,0,273,600107.323939,648826.529880,85
32,216,1,297,600415.729038,652279.112797,1006
32,47,0,291,601630.189365,650100.212471,424
32,226,2,253,600167.568406,650188.904467,436
32,77,1,270,600936.425823,650626.709032,579
32,209,2,241,601559.302871,649025.904768,153
32,170,1,292,601630.189365,650100.212471,424
32,47,0,292,601630.189365,650100.212471,424
32,216,1,296,600415.729038,652279.112797,1006
32,131,2,234,601514.911596,650068.348954,423
32,188,1,273,600107.323939,648826.529880,85
32,179,0,297,600415.729038,652279.112797,1006
32,170,1,291,601630.189365,650100.212471,424
32,23,2,259,600078.941324,651854.245087,895
32,23,2,246,599987.832676,651933.067514,921
32,23,2,245,599987.832676,651933.067514,921
32,209,2,242,601559.302871,649025.904768,153
32,201,2,268,600410.273702,650778.988449,601
32,181,2,283,601444.182169,651442.911140,800
32,148,2,230,600284.643085,653002.162496,1221
32,181,2,284,601444.182169,651442.911140,800
33,166,2,257,601428.150315,650692.507349,584
33,25,0,296,600304.961587,652144.200003,978
33,181,2,284,601444.182169,651442.911140,800
33,97,2,276,600417.844322,650529.417888,547
33,23,2,246,599987.832676,651933.067514,921
33,226,1,253,599985.686732,650232.090184,462
33,201,2,268,600410.273702,650778.988449,601
33,47,1,292,601815.435938,650093.521566,426
33,181,2,283,601444.182169,651442.911140,800
33,194,2,289,600384.426337,650135.919067,439
33,179,1,297,600304.961587,652144.200003,978
33,66,0,299,600231.532922,648808.331132,86
33,71,1,299,600231.532922,648808.331132,86
33,47,1,291,601815.435938,650093.521566,426
33,2,0,291,601815.435938,650093.521566,426
33,2,0,292,601815.435938,650093.521566,426
33,225,0,253,599985.686732,650232.090184,462
33,209,2,241,601559.302871,649025.904768,153
33,179,1,296,600304.961587,652144.200003,978
33,188,2,280,600642.241822,649299.010702,198
33,80,0,270,600182.323101,651253.894129,734
33,25,0,297,600304.961587,652144.200003,978
33,71,2,273,600107.323939,648826.529880,85
33,148,2,230,600284.643085,653002.162496,1221
33,131,2,234,601514.911596,650068.348954,423
33,209,2,242,601559.302871,649025.904768,153
33,23,2,259,600078.941324,651854.245087,895
33,193,1,270,600182.323101,651253.894129,734
33,23,2,245,599987.832676,651933.067514,921
34,170,0,241,601671.593975,650045.792380,424
34,148,2,230,600284.643085,653002.162496,1221
34,209,1,242,601671.593975,650045.792380,424
34,97,2,276,600417.844322,650529.417888,547
34,23,2,246,599987.832676,651933.067514,921
34,23,2,259,600078.941324,651854.245087,895
34,194,2,289,600384.426337,650135.919067,439
34,95,0,268,601425.552067,651021.580236,692
34,181,2,283,601444.182169,651442.911140,800
34,188,1,280,600832.621147,649339.892629,227
34,201,1,268,601425.552067,651021.580236,692
34,131,2,234,601514.911596,650068.348954,423
34,166,2,257,601428.150315,650692.507349,584
34,71,1,273,599940.010452,649601.335628,272
34,181,2,284,601444.182169,651442.911140,800
34,65,0,280,600832.621147,649339.892629,227
34,2,1,291,601976.982752,650184.426394,454
34,170,0,242,601671.593975,650045.792380,424
34,80,2,270,600182.323101,651253.894129,734
34,66,2,299,600253.635821,648960.274231,113
34,25,1,297,600169.945876,652033.558024,949
34,25,1,296,600169.945876,652033.558024,949
34,225,1,253,600171.327708,650254.076033,463
34,143,0,297,600169.945876,652033.558024,949
34,209,1,241,601671.593975,650045.792380,424
34,69,0,291,601976.982752,650184.426394,454
34,143,0,296,600169.945876,652033.558024,949
34,69,0,292,601976.982752,650184.426394,454
34,23,2,245,599987.832676,651933.067514,921
34,87,0,273,599940.010452,649601.335628,272
34,2,1,292,601976.982752,650184.426394,454
34,187,0,253,600171.327708,650254.076033,463
35,187,1,253,600334.105244,650345.996778,492
35,131,2,234,601514.911596,650068.348954,423
35,23,0,297,600030.651665,651928.353400,921
35,23,2,245,599987.832676,651933.067514,921
35,65,0,273,600722.831242,649476.799049,253
35,95,2,268,601425.552067,651021.580236,692
35,170,2,242,601671.593975,650045.792380,424
35,143,1,296,600030.651665,651928.353400,921
35,97,2,276,600417.844322,650529.417888,547
35,23,0,296,600030.651665,651928.353400,921
35,181,2,284,601444.182169,651442.911140,800
35,143,1,297,600030.651665,651928.353400,921
35,69,2,291,601976.982752,650184.426394,454
35,170,2,241,601671.593975,650045.792380,424
35,87,1,273,600722.831242,649476.799049,253
35,181,2,283,601444.182169,651442.911140,800
35,65,2,280,601027.124090,649330.715251,229
35,194,2,289,600384.426337,650135.919067,439
35,23,2,246,599987.832676,651933.067514,921
35,148,2,230,600284.643085,653002.162496,1221
35,71,0,299,600236.876706,649112.899181,167
35,80,2,270,600182.323101,651253.894129,734
35,66,1,299,600236.876706,649112.899181,167
35,69,2,292,601976.982752,650184.426394,454
35,166,2,257,601428.150315,650692.507349,584
35,23,2,259,600078.941324,651854.245087,895
35,97,0,253,600334.105244,650345.996778,492
36,69,2,291,601976.982752,650184.426394,454
36,65,2,280,601027.124090,649330.715251,229
36,80,1,270,600748.977566,652054.478153,955
36,97,2,276,600417.844322,650529.417888,547
36,194,2,289,600384.426337,650135.919067,439
36,99,0,299,600237.437566,649266.440475,194
36,65,2,273,600722.831242,649476.799049,253
36,181,2,283,601444.182169,651442.911140,800
36,23,2,259,600078.941324,651854.245087,895
36,166,2,257,601428.150315,650692.507349,584
36,181,2,284,601444.182169,651442.911140,800
36,148,2,230,600284.643085,653002.162496,1221
36,26,0,270,600748.977566,652054.478153,955
36,69,2,292,601976.982752,650184.426394,454
36,65,0,241,600901.184356,649368.113214,228
36,170,1,241,600901.184356,649368.113214,228
36,23,2,296,600030.651665,651928.353400,921
36,71,1,299,600237.437566,649266.440475,194
36,131,2,234,601514.911596,650068.348954,423
36,95,2,268,601425.552067,651021.580236,692
36,23,2,246,599987.832676,651933.067514,921
36,65,0,242,600901.184356,649368.113214,228
36,170,1,242,600901.184356,649368.113214,228
36,23,2,297,600030.651665,651928.353400,921
36,97,2,253,600518.996612,650373.585383,494
36,23,2,245,599987.832676,651933.067514,921
37,65,1,242,600082.556227,648749.543880,58
37,166,2,257,601428.150315,650692.507349,584
37,97,2,253,600412.429892,650527.174066,547
37,95,2,268,601425.552067,651021.580236,692
37,131,2,234,601514.911596,650068.348954,423
37,23,2,297,600030.651665,651928.353400,921
37,99,2,299,600390.705258,649275.619690,196
37,148,2,230,600284.643085,653002.162496,1221
37,181,2,283,601444.182169,651442.911140,800
37,69,2,292,601976.982752,650184.426394,454
37,26,2,270,600748.977566,652054.478153,955
37,194,2,289,600384.426337,650135.919067,439
37,69,2,291,601976.982752,650184.426394,454
37,65,1,241,600082.556227,648749.543880,58
37,71,0,241,600082.556227,648749.543880,58
37,181,2,284,601444.182169,651442.911140,800
37,65,2,273,600722.831242,649476.799049,253
37,97,2,276,600417.844322,650529.417888,547
37,23,2,246,599987.832676,651933.067514,921
37,23,2,296,600030.651665,651928.353400,921
37,23,2,259,600078.941324,651854.245087,895
37,71,0,242,600082.556227,648749.543880,58
37,65,2,280,601027.124090,649330.715251,229
37,23,2,245,599987.832676,651933.067514,921
38,194,2,289,600384.426337,650135.919067,439
38,103,0,253,600225.931191,650539.987491,545
38,71,2,242,600082.556227,648749.543880,58
38,131,2,234,601514.911596,650068.348954,423
38,23,2,245,599987.832676,651933.067514,921
38,166,2,257,601428.150315,650692.507349,584
38,97,2,276,600417.844322,650529.417888,547
38,181,2,283,601444.182169,651442.911140,800
38,23,2,246,599987.832676,651933.067514,921
38,23,2,259,600078.941324,651854.245087,895
38,65,2,280,601027.124090,649330.715251,229
38,181,2,284,601444.182169,651442.911140,800
38,71,2,241,600082.556227,648749.543880,58
38,148,2,230,600284.643085,653002.162496,1221
38,99,1,299,600542.002939,649301.777959,197
38,65,2,273,600722.831242,649476.799049,253
38,188,0,299,600542.002939,649301.777959,197
38,200,0,270,600036.768038,651380.097214,759
38,23,2,296,600030.651665,651928.353400,921
38,23,2,297,600030.651665,651928.353400,921
38,97,1,253,600225.931191,650539.987491,545
38,95,2,268,601425.552067,651021.580236,692
38,69,2,291,601976.982752,650184.426394,454
38,69,2,292,601976.982752,650184.426394,454
38,26,1,270,600036.768038,651380.097214,759
39,23,2,296,600030.651665,651928.353400,921
39,131,2,234,601514.911596,650068.348954,423
39,69,2,291,601976.982752,650184.426394,454
39,181,2,283,601444.182169,651442.911140,800
39,65,2,273,600722.831242,649476.799049,253
39,71,2,242,600082.556227,648749.543880,58
39,23,2,245,599987.832676,651933.067514,921
39,69,2,292,601976.982752,650184.426394,454
39,65,2,280,601027.124090,649330.715251,229
39,95,2,268,601425.552067,651021.580236,692
39,166,2,257,601428.150315,650692.507349,584
39,194,2,289,600384.426337,650135.919067,439
39,141,0,230,601126.877516,653538.780584,1364
39,23,2,297,600030.651665,651928.353400,921
39,23,2,246,599987.832676,651933.067514,921
39,23,2,259,600078.941324,651854.245087,895
39,188,2,299,600695.288156,649310.659722,226
39,103,2,253,600225.931191,650539.987491,545
39,148,1,230,601126.877516,653538.780584,1364
39,97,2,276,600417.844322,650529.417888,547
39,71,2,241,600082.556227,648749.543880,58
39,181,2,284,601444.182169,651442.911140,800
39,200,2,270,600036.768038,651380.097214,759
40,23,2,246,599987.832676,651933.067514,921
40,181,1,283,601584.910863,651599.546477,829
40,30,0,284,601584.910863,651599.546477,829
40,71,2,241,600082.556227,648749.543880,58
40,188,1,299,600818.117160,649402.791580,254
40,166,2,257,601428.150315,650692.507349,584
40,83,0,270,601014.735105,651455.013695,796
40,65,0,299,600818.117160,649402.791580,254
40,69,2,292,601976.982752,650184.426394,454
40,23,2,245,599987.832676,651933.067514,921
40,103,2,253,600225.931191,650539.987491,545
40,95,2,268,601425.552067,651021.580236,692
40,23,2,296,600030.651665,651928.353400,921
40,65,2,280,601027.124090,649330.715251,229
40,181,1,284,601584.910863,651599.546477,829
40,23,2,259,600078.941324,651854.245087,895
40,23,2,297,600030.651665,651928.353400,921
40,71,2,242,600082.556227,648749.543880,58
40,97,2,276,600417.844322,650529.417888,547
40,131,2,234,601514.911596,650068.348954,423
40,194,2,289,600384.426337,650135.919067,439
40,30,0,283,601584.910863,651599.546477,829
40,200,1,270,601014.735105,651455.013695,796
40,141,2,230,601126.877516,653538.780584,1364
40,65,2,273,600722.831242,649476.799049,253
40,69,2,291,601976.982752,650184.426394,454
41,65,2,299,600968.211618,649370.435793,228
41,84,0,283,601438.125247,651750.520571,881
41,23,2,246,599987.832676,651933.067514,921
41,103,2,253,600225.931191,650539.987491,545
41,71,2,241,600082.556227,648749.543880,58
41,65,2,280,601027.124090,649330.715251,229
41,65,2,273,600722.831242,649476.799049,253
41,30,1,283,601438.125247,651750.520571,881
41,194,2,289,600384.426337,650135.919067,439
41,69,2,291,601976.982752,650184.426394,454
41,95,2,268,601425.552067,651021.580236,692
41,24,0,230,600448.807269,652805.610380,1168
41,23,2,297,600030.651665,651928.353400,921
41,23,2,259,600078.941324,651854.245087,895
41,69,2,292,601976.982752,650184.426394,454
41,58,0,257,601317.044336,650546.789429,556
41,83,2,270,601014.735105,651455.013695,796
41,23,2,245,599987.832676,651933.067514,921
41,97,2,276,600417.844322,650529.417888,547
41,71,2,242,600082.556227,648749.543880,58
41,141,1,230,600448.807269,652805.610380,1168
41,166,1,257,601317.044336,650546.789429,556
41,23,2,296,600030.651665,651928.353400,921
41,84,0,284,601438.125247,651750.520571,881
41,30,1,284,601438.125247,651750.520571,881
41,131,2,234,601514.911596,650068.348954,423
42,69,1,292,601792.928351,650162.402805,453
42,23,2,245,599987.832676,651933.067514,921
42,131,2,234,601514.911596,650068.348954,423
42,71,2,241,600082.556227,648749.543880,58
42,69,1,291,601792.928351,650162.402805,453
42,71,2,242,600082.556227,648749.543880,58
42,84,2,283,601438.125247,651750.520571,881
42,24,2,230,600448.807269,652805.610380,1168
42,97,2,276,600417.844322,650529.417888,547
42,23,2,297,600030.651665,651928.353400,921
42,23,2,296,600030.651665,651928.353400,921
42,23,2,259,600078.941324,651854.245087,895
42,23,2,246,599987.832676,651933.067514,921
42,169,0,292,601792.928351,650162.402805,453
42,65,2,273,600722.831242,649476.799049,253
42,194,2,289,600384.426337,650135.919067,439
42,201,0,270,600466.544422,650641.675489,574
42,65,2,299,601090.901323,649462.753070,257
42,65,2,280,601027.124090,649330.715251,229
42,169,0,291,601792.928351,650162.402805,453
42,83,1,270,600466.544422,650641.675489,574
42,84,2,284,601438.125247,651750.520571,881
42,103,2,253,600225.931191,650539.987491,545
42,95,2,268,601425.552067,651021.580236,692
42,58,2,257,601189.530003,650415.190242,528
43,103,2,253,600225.931191,650539.987491,545
43,157,0,283,601290.431723,651600.434538,826
43,65,2,273,600722.831242,649476.799049,253
43,65,2,299,601046.446003,649609.718944,310
43,131,2,234,601514.911596,650068.348954,423
43,169,1,292,601976.283776,650135.165896,454
43,84,1,284,601290.431723,651600.434538,826
43,71,1,242,601082.441843,648979.780257,122
43,97,2,276,600417.844322,650529.417888,547
43,69,0,292,601976.283776,650135.165896,454
43,93,0,241,601082.441843,648979.780257,122
43,84,1,283,601290.431723,651600.434538,826
43,169,1,291,601976.283776,650135.165896,454
43,126,0,257,601079.886094,650268.369044,473
43,201,1,270,599761.927820,649959.365071,378
43,157,0,284,601290.431723,651600.434538,826
43,23,2,297,600030.651665,651928.353400,921
43,71,1,241,601082.441843,648979.780257,122
43,23,2,259,600078.941324,651854.245087,895
43,58,1,257,601079.886094,650268.369044,473
43,95,2,268,601425.552067,651021.580236,692
43,65,2,280,601027.124090,649330.715251,229
43,23,2,296,600030.651665,651928.353400,921
