201,2,268,600410.273702,650778.9884489999,601
200,1,292,600328.443771,651159.539474,708
200,1,291,600328.443771,651159.539474,708
197,0,284,600639.327129,651244.19277,738
197,0,283,600639.327129,651244.19277,738
194,2,289,600384.426337,650135.919067,439
187,1,270,600228.593521,649307.0673189999,221
179,2,242,600408.470275,652231.456416,1006
179,2,241,600408.470275,652231.456416,1006
148,1,230,600786.767062,652138.9190090001,983
137,2,297,600361.36907,653379.6494359999,1302
137,2,296,600361.36907,653379.6494359999,1302
131,2,234,601514.911596,650068.348954,423
130,0,257,600281.161412,652435.217307,1059
110,2,273,600195.7449899999,649919.004013,383
110,2,253,600091.015093,649791.594036,328
99,0,270,600228.593521,649307.0673189999,221
92,1,284,600639.327129,651244.19277,738
92,1,283,600639.327129,651244.19277,738
72,2,299,599743.2561369999,649599.5473270001,270
71,2,280,600255.040228,649027.91859,140
54,1,257,600281.161412,652435.217307,1059
23,2,259,600078.941324,651854.245087,895
23,2,246,599987.8326760001,651933.067514,921
23,2,245,599987.8326760001,651933.067514,921
22,0,292,600328.443771,651159.539474,708
22,0,291,600328.443771,651159.539474,708
17,0,230,600786.767062,652138.9190090001,983
9,2,276,601026.924381,649883.108971,364
