225,1,253,600171.327708,650254.076033,463
209,1,242,601671.593975,650045.79238,424
209,1,241,601671.593975,650045.79238,424
201,1,268,601425.552067,651021.580236,692
194,2,289,600384.426337,650135.919067,439
188,1,280,600832.621147,649339.892629,227
187,0,253,600171.327708,650254.076033,463
181,2,284,601444.1821689999,651442.91114,800
181,2,283,601444.1821689999,651442.91114,800
170,0,242,601671.593975,650045.79238,424
170,0,241,601671.593975,650045.79238,424
166,2,257,601428.150315,650692.507349,584
148,2,230,600284.643085,653002.162496,1221
143,0,297,600169.945876,652033.558024,949
143,0,296,600169.945876,652033.558024,949
131,2,234,601514.911596,650068.348954,423
97,2,276,600417.844322,650529.417888,547
95,0,268,601425.552067,651021.580236,692
87,0,273,599940.0104520001,649601.335628,272
80,2,270,600182.323101,651253.894129,734
71,1,273,599940.0104520001,649601.335628,272
69,0,292,601976.9827520001,650184.426394,454
69,0,291,601976.9827520001,650184.426394,454
66,2,299,600253.635821,648960.274231,113
65,0,280,600832.621147,649339.892629,227
25,1,297,600169.945876,652033.558024,949
25,1,296,600169.945876,652033.558024,949
23,2,259,600078.941324,651854.245087,895
23,2,246,599987.8326760001,651933.067514,921
23,2,245,599987.8326760001,651933.067514,921
2,1,292,601976.9827520001,650184.426394,454
2,1,291,601976.9827520001,650184.426394,454
