200,0,242,600131.509695,651430.759772,787
200,0,241,600131.509695,651430.759772,787
194,2,289,600384.426337,650135.919067,439
190,1,242,600131.509695,651430.759772,787
190,1,241,600131.509695,651430.759772,787
179,0,257,600377.137792,652283.9524180001,1005
177,0,230,601162.302202,652195.8456550001,986
176,1,257,600377.137792,652283.9524180001,1005
175,1,268,601159.1447470001,650051.779337,419
171,0,284,601474.697887,650298.746395,476
171,0,283,601474.697887,650298.746395,476
161,1,292,599952.166551,651893.7303020001,893
161,1,291,599952.166551,651893.7303020001,893
159,1,230,601162.302202,652195.8456550001,986
140,0,253,600216.83407,649653.335096,302
131,2,234,601514.911596,650068.348954,423
126,0,268,601159.1447470001,650051.779337,419
110,0,273,600195.7449899999,649919.004013,383
103,1,273,600195.7449899999,649919.004013,383
101,1,299,599999.6431430001,649391.171996,219
82,1,253,600216.83407,649653.335096,302
72,0,299,599999.6431430001,649391.171996,219
71,0,280,600159.609128,648858.18785,85
61,1,270,601457.3144350001,649817.438046,368
50,1,280,600159.609128,648858.18785,85
47,1,284,601474.697887,650298.746395,476
47,1,283,601474.697887,650298.746395,476
43,0,270,601457.3144350001,649817.438046,368
35,2,297,600493.007166,653263.0514989999,1277
35,2,296,600493.007166,653263.0514989999,1277
23,0,292,599952.166551,651893.7303020001,893
23,0,291,599952.166551,651893.7303020001,893
23,2,259,600078.941324,651854.245087,895
23,2,246,599987.8326760001,651933.067514,921
23,2,245,599987.8326760001,651933.067514,921
9,2,276,601026.924381,649883.108971,364
