t,AntennaId,EventCode,PhoneId,x,y,TileId,time
5,110,0,253,600091.015093,649791.594036,328,1588344423.0
5,72,2,299,599903.437672,649510.837157,272,1588344423.0
5,71,2,280,600255.040228,649027.91859,140,1588344423.0
5,58,0,284,601326.463487,650448.298249,529,1588344423.0
5,58,0,283,601326.463487,650448.298249,529,1588344423.0
5,43,2,270,601457.3144350001,649817.438046,368,1588344423.0
5,35,1,297,600373.529431,653390.3148520001,1302,1588344423.0
5,35,1,296,600373.529431,653390.3148520001,1302,1588344423.0
5,23,2,292,599952.166551,651893.7303020001,893,1588344423.0
5,23,2,291,599952.166551,651893.7303020001,893,1588344423.0
5,23,2,259,600078.941324,651854.245087,895,1588344423.0
5,23,2,246,599987.8326760001,651933.067514,921,1588344423.0
5,23,2,245,599987.8326760001,651933.067514,921,1588344423.0
5,9,2,276,601026.924381,649883.108971,364,1588344423.0
6,201,0,268,600410.273702,650778.9884489999,601,1588344483.0
6,199,0,292,599970.87655,651709.309596,866,1588344483.0
6,199,0,291,599970.87655,651709.309596,866,1588344483.0
6,197,1,230,600971.5713109999,652281.334357,1011,1588344483.0
6,194,2,289,600384.426337,650135.919067,439,1588344483.0
6,177,0,230,600971.5713109999,652281.334357,1011,1588344483.0
6,137,1,297,600252.471518,653516.076022,1355,1588344483.0
6,137,1,296,600252.471518,653516.076022,1355,1588344483.0
6,131,2,234,601514.911596,650068.348954,423,1588344483.0
6,130,1,257,600141.00525,652560.792839,1084,1588344483.0
6,126,1,268,600410.273702,650778.9884489999,601,1588344483.0
6,125,2,242,601153.1661800001,651525.617877,824,1588344483.0
6,125,2,241,601153.1661800001,651525.617877,824,1588344483.0
6,117,0,297,600252.471518,653516.076022,1355,1588344483.0
6,117,0,296,600252.471518,653516.076022,1355,1588344483.0
6,114,0,270,600831.599683,650572.761229,551,1588344483.0
6,110,2,273,600195.7449899999,649919.004013,383,1588344483.0
6,110,2,253,600091.015093,649791.594036,328,1588344483.0
6,87,0,299,599799.3181520001,649623.683818,298,1588344483.0
6,72,1,299,599799.3181520001,649623.683818,298,1588344483.0
6,71,2,280,600255.040228,649027.91859,140,1588344483.0
6,58,2,284,601197.974211,650615.12061,582,1588344483.0
6,58,2,283,601197.974211,650615.12061,582,1588344483.0
6,54,0,257,600141.00525,652560.792839,1084,1588344483.0
6,43,1,270,600831.599683,650572.761229,551,1588344483.0
6,23,1,292,599970.87655,651709.309596,866,1588344483.0
6,23,1,291,599970.87655,651709.309596,866,1588344483.0
6,23,2,259,600078.941324,651854.245087,895,1588344483.0
6,23,2,246,599987.8326760001,651933.067514,921,1588344483.0
6,23,2,245,599987.8326760001,651933.067514,921,1588344483.0
6,9,2,276,601026.924381,649883.108971,364,1588344483.0
7,201,2,268,600410.273702,650778.9884489999,601,1588344543.0
7,199,1,292,600014.747555,651529.208524,813,1588344543.0
7,199,1,291,600014.747555,651529.208524,813,1588344543.0
7,194,2,289,600384.426337,650135.919067,439,1588344543.0
7,179,0,242,600408.470275,652231.456416,1006,1588344543.0
7,179,0,241,600408.470275,652231.456416,1006,1588344543.0
7,177,2,230,600971.5713109999,652281.334357,1011,1588344543.0
7,147,0,292,600014.747555,651529.208524,813,1588344543.0
7,147,0,291,600014.747555,651529.208524,813,1588344543.0
7,131,2,234,601514.911596,650068.348954,423,1588344543.0
7,125,1,242,600408.470275,652231.456416,1006,1588344543.0
7,125,1,241,600408.470275,652231.456416,1006,1588344543.0
7,117,2,297,600252.471518,653516.076022,1355,1588344543.0
7,117,2,296,600252.471518,653516.076022,1355,1588344543.0
7,114,1,270,600129.08902,651257.23974,733,1588344543.0
7,110,2,273,600195.7449899999,649919.004013,383,1588344543.0
7,110,2,253,600091.015093,649791.594036,328,1588344543.0
7,87,2,299,599799.3181520001,649623.683818,298,1588344543.0
7,80,0,270,600129.08902,651257.23974,733,1588344543.0
7,71,2,280,600255.040228,649027.91859,140,1588344543.0
7,58,1,284,601056.522961,650771.103744,607,1588344543.0
7,58,1,283,601056.522961,650771.103744,607,1588344543.0
7,54,2,257,600141.00525,652560.792839,1084,1588344543.0
7,23,2,259,600078.941324,651854.245087,895,1588344543.0
7,23,2,246,599987.8326760001,651933.067514,921,1588344543.0
7,23,2,245,599987.8326760001,651933.067514,921,1588344543.0
7,13,0,284,601056.522961,650771.103744,607,1588344543.0
7,13,0,283,601056.522961,650771.103744,607,1588344543.0
7,9,2,276,601026.924381,649883.108971,364,1588344543.0
8,201,2,268,600410.273702,650778.9884489999,601,1588344603.0
8,200,0,292,600135.900138,651388.912008,760,1588344603.0
8,200,0,291,600135.900138,651388.912008,760,1588344603.0
8,194,2,289,600384.426337,650135.919067,439,1588344603.0
8,179,2,242,600408.470275,652231.456416,1006,1588344603.0
8,179,2,241,600408.470275,652231.456416,1006,1588344603.0
8,177,1,230,600273.755739,652995.73707,1193,1588344603.0
8,148,0,230,600273.755739,652995.73707,1193,1588344603.0
8,147,1,292,600135.900138,651388.912008,760,1588344603.0
8,147,1,291,600135.900138,651388.912008,760,1588344603.0
8,144,0,257,600102.536634,652381.632529,1030,1588344603.0
8,137,0,297,600361.36907,653379.6494359999,1302,1588344603.0
8,137,0,296,600361.36907,653379.6494359999,1302,1588344603.0
8,131,2,234,601514.911596,650068.348954,423,1588344603.0
8,117,1,297,600361.36907,653379.6494359999,1302,1588344603.0
8,117,1,296,600361.36907,653379.6494359999,1302,1588344603.0
8,110,2,273,600195.7449899999,649919.004013,383,1588344603.0
8,110,2,253,600091.015093,649791.594036,328,1588344603.0
8,105,0,284,600929.818494,650939.285706,660,1588344603.0
8,105,0,283,600929.818494,650939.285706,660,1588344603.0
8,87,1,299,599830.792487,649473.40205,244,1588344603.0
8,80,2,270,600129.08902,651257.23974,733,1588344603.0
8,72,0,299,599830.792487,649473.40205,244,1588344603.0
8,71,2,280,600255.040228,649027.91859,140,1588344603.0
8,54,1,257,600102.536634,652381.632529,1030,1588344603.0
8,23,2,259,600078.941324,651854.245087,895,1588344603.0
8,23,2,246,599987.8326760001,651933.067514,921,1588344603.0
8,23,2,245,599987.8326760001,651933.067514,921,1588344603.0
8,13,1,284,600929.818494,650939.285706,660,1588344603.0
8,13,1,283,600929.818494,650939.285706,660,1588344603.0
8,9,2,276,601026.924381,649883.108971,364,1588344603.0
9,201,2,268,600410.273702,650778.9884489999,601,1588344663.0
9,200,2,292,600315.863493,651344.4794569999,762,1588344663.0
9,200,2,291,600315.863493,651344.4794569999,762,1588344663.0
9,194,2,289,600384.426337,650135.919067,439,1588344663.0
9,187,0,270,600272.3340609999,650286.9238529999,464,1588344663.0
9,179,2,242,600408.470275,652231.456416,1006,1588344663.0
9,179,2,241,600408.470275,652231.456416,1006,1588344663.0
9,148,2,230,600273.755739,652995.73707,1193,1588344663.0
9,144,1,257,600146.523181,652559.518545,1084,1588344663.0
9,137,2,297,600361.36907,653379.6494359999,1302,1588344663.0
9,137,2,296,600361.36907,653379.6494359999,1302,1588344663.0
9,131,2,234,601514.911596,650068.348954,423,1588344663.0
9,110,2,273,600195.7449899999,649919.004013,383,1588344663.0
9,110,2,253,600091.015093,649791.594036,328,1588344663.0
9,105,1,284,600785.2230560001,651092.3587399999,686,1588344663.0
9,105,1,283,600785.2230560001,651092.3587399999,686,1588344663.0
9,92,0,284,600785.2230560001,651092.3587399999,686,1588344663.0
9,92,0,283,600785.2230560001,651092.3587399999,686,1588344663.0
9,80,1,270,600272.3340609999,650286.9238529999,464,1588344663.0
9,72,2,299,599743.2561369999,649599.5473270001,270,1588344663.0
9,71,2,280,600255.040228,649027.91859,140,1588344663.0
9,54,0,257,600146.523181,652559.518545,1084,1588344663.0
9,23,2,259,600078.941324,651854.245087,895,1588344663.0
9,23,2,246,599987.8326760001,651933.067514,921,1588344663.0
9,23,2,245,599987.8326760001,651933.067514,921,1588344663.0
9,9,2,276,601026.924381,649883.108971,364,1588344663.0
10,201,2,268,600410.273702,650778.9884489999,601,1588344723.0
10,200,1,292,600328.443771,651159.539474,708,1588344723.0
10,200,1,291,600328.443771,651159.539474,708,1588344723.0
10,197,0,284,600639.327129,651244.19277,738,1588344723.0
10,197,0,283,600639.327129,651244.19277,738,1588344723.0
10,194,2,289,600384.426337,650135.919067,439,1588344723.0
10,187,1,270,600228.593521,649307.0673189999,221,1588344723.0
10,179,2,242,600408.470275,652231.456416,1006,1588344723.0
10,179,2,241,600408.470275,652231.456416,1006,1588344723.0
10,148,1,230,600786.767062,652138.9190090001,983,1588344723.0
10,137,2,297,600361.36907,653379.6494359999,1302,1588344723.0
10,137,2,296,600361.36907,653379.6494359999,1302,1588344723.0
10,131,2,234,601514.911596,650068.348954,423,1588344723.0
10,130,0,257,600281.161412,652435.217307,1059,1588344723.0
10,110,2,273,600195.7449899999,649919.004013,383,1588344723.0
10,110,2,253,600091.015093,649791.594036,328,1588344723.0
10,99,0,270,600228.593521,649307.0673189999,221,1588344723.0
10,92,1,284,600639.327129,651244.19277,738,1588344723.0
10,92,1,283,600639.327129,651244.19277,738,1588344723.0
10,72,2,299,599743.2561369999,649599.5473270001,270,1588344723.0
10,71,2,280,600255.040228,649027.91859,140,1588344723.0
10,54,1,257,600281.161412,652435.217307,1059,1588344723.0
10,23,2,259,600078.941324,651854.245087,895,1588344723.0
10,23,2,246,599987.8326760001,651933.067514,921,1588344723.0
10,23,2,245,599987.8326760001,651933.067514,921,1588344723.0
10,22,0,292,600328.443771,651159.539474,708,1588344723.0
10,22,0,291,600328.443771,651159.539474,708,1588344723.0
10,17,0,230,600786.767062,652138.9190090001,983,1588344723.0
10,9,2,276,601026.924381,649883.108971,364,1588344723.0
11,201,2,268,600410.273702,650778.9884489999,601,1588344783.0
11,197,1,284,600498.343063,651400.598293,764,1588344783.0
11,197,1,283,600498.343063,651400.598293,764,1588344783.0
11,194,2,289,600384.426337,650135.919067,439,1588344783.0
11,179,1,242,600329.10415,651208.479851,735,1588344783.0
11,179,1,241,600329.10415,651208.479851,735,1588344783.0
11,148,0,230,600284.643085,653002.162496,1221,1588344783.0
11,137,2,297,600361.36907,653379.6494359999,1302,1588344783.0
11,137,2,296,600361.36907,653379.6494359999,1302,1588344783.0
11,131,2,234,601514.911596,650068.348954,423,1588344783.0
11,130,1,257,600206.120396,652268.043455,1004,1588344783.0
11,110,2,273,600195.7449899999,649919.004013,383,1588344783.0
11,110,2,253,600091.015093,649791.594036,328,1588344783.0
11,104,0,292,600484.5779479999,651059.62361,683,1588344783.0
11,104,0,291,600484.5779479999,651059.62361,683,1588344783.0
11,99,2,270,600228.593521,649307.0673189999,221,1588344783.0
11,79,0,284,600498.343063,651400.598293,764,1588344783.0
11,79,0,283,600498.343063,651400.598293,764,1588344783.0
11,72,2,299,599743.2561369999,649599.5473270001,270,1588344783.0
11,71,2,280,600255.040228,649027.91859,140,1588344783.0
11,23,2,259,600078.941324,651854.245087,895,1588344783.0
11,23,2,246,599987.8326760001,651933.067514,921,1588344783.0
11,23,2,245,599987.8326760001,651933.067514,921,1588344783.0
11,22,1,292,600484.5779479999,651059.62361,683,1588344783.0
11,22,1,291,600484.5779479999,651059.62361,683,1588344783.0
11,22,0,242,600329.10415,651208.479851,735,1588344783.0
11,22,0,241,600329.10415,651208.479851,735,1588344783.0
11,17,1,230,600284.643085,653002.162496,1221,1588344783.0
11,11,0,257,600206.120396,652268.043455,1004,1588344783.0
11,9,2,276,601026.924381,649883.108971,364,1588344783.0
12,201,0,292,600520.218761,650877.7148600001,629,1588344843.0
12,201,0,291,600520.218761,650877.7148600001,629,1588344843.0
12,201,2,268,600410.273702,650778.9884489999,601,1588344843.0
12,194,2,289,600384.426337,650135.919067,439,1588344843.0
12,179,0,257,600378.32108,652205.392234,1006,1588344843.0
12,158,0,242,601144.6187,650585.8113569999,554,1588344843.0
12,158,0,241,601144.6187,650585.8113569999,554,1588344843.0
12,148,2,230,600284.643085,653002.162496,1221,1588344843.0
12,137,2,297,600361.36907,653379.6494359999,1302,1588344843.0
12,137,2,296,600361.36907,653379.6494359999,1302,1588344843.0
12,131,2,234,601514.911596,650068.348954,423,1588344843.0
12,110,2,273,600195.7449899999,649919.004013,383,1588344843.0
12,110,2,253,600091.015093,649791.594036,328,1588344843.0
12,104,1,292,600520.218761,650877.7148600001,629,1588344843.0
12,104,1,291,600520.218761,650877.7148600001,629,1588344843.0
12,99,2,270,600228.593521,649307.0673189999,221,1588344843.0
12,79,2,284,600370.8904680001,651568.2140149999,816,1588344843.0
12,79,2,283,600370.8904680001,651568.2140149999,816,1588344843.0
12,72,2,299,599864.364593,649505.165203,271,1588344843.0
12,71,2,280,600255.040228,649027.91859,140,1588344843.0
12,23,2,259,600078.941324,651854.245087,895,1588344843.0
12,23,2,246,599987.8326760001,651933.067514,921,1588344843.0
12,23,2,245,599987.8326760001,651933.067514,921,1588344843.0
12,22,1,242,601144.6187,650585.8113569999,554,1588344843.0
12,22,1,241,601144.6187,650585.8113569999,554,1588344843.0
12,11,1,257,600378.32108,652205.392234,1006,1588344843.0
12,9,2,276,601026.924381,649883.108971,364,1588344843.0
13,202,0,253,599954.78761,649919.609747,380,1588344903.0
13,201,1,292,600557.309976,651059.333424,683,1588344903.0
13,201,1,291,600557.309976,651059.333424,683,1588344903.0
13,201,2,268,600410.273702,650778.9884489999,601,1588344903.0
13,194,2,289,600384.426337,650135.919067,439,1588344903.0
13,179,1,257,600542.7866260001,652124.587933,980,1588344903.0
13,176,0,257,600542.7866260001,652124.587933,980,1588344903.0
13,161,0,284,600219.121091,651714.177197,869,1588344903.0
13,161,0,283,600219.121091,651714.177197,869,1588344903.0
13,158,1,242,601485.1670029999,649617.923509,315,1588344903.0
13,158,1,241,601485.1670029999,649617.923509,315,1588344903.0
13,148,2,230,600284.643085,653002.162496,1221,1588344903.0
13,137,2,297,600361.36907,653379.6494359999,1302,1588344903.0
13,137,2,296,600361.36907,653379.6494359999,1302,1588344903.0
13,131,2,234,601514.911596,650068.348954,423,1588344903.0
13,118,0,242,601485.1670029999,649617.923509,315,1588344903.0
13,118,0,241,601485.1670029999,649617.923509,315,1588344903.0
13,110,2,273,600195.7449899999,649919.004013,383,1588344903.0
13,110,1,253,599954.78761,649919.609747,380,1588344903.0
13,104,0,292,600557.309976,651059.333424,683,1588344903.0
13,104,0,291,600557.309976,651059.333424,683,1588344903.0
13,99,2,270,600228.593521,649307.0673189999,221,1588344903.0
13,79,1,284,600219.121091,651714.177197,869,1588344903.0
13,79,1,283,600219.121091,651714.177197,869,1588344903.0
13,72,2,299,599913.41492,649359.668437,218,1588344903.0
13,71,2,280,600255.040228,649027.91859,140,1588344903.0
13,23,2,259,600078.941324,651854.245087,895,1588344903.0
13,23,2,246,599987.8326760001,651933.067514,921,1588344903.0
13,23,2,245,599987.8326760001,651933.067514,921,1588344903.0
13,9,2,276,600905.984259,650013.616277,417,1588344903.0
14,213,0,253,599821.0459029999,650050.220257,406,1588344963.0
14,202,1,253,599821.0459029999,650050.220257,406,1588344963.0
14,201,2,268,600410.273702,650778.9884489999,601,1588344963.0
14,194,2,289,600384.426337,650135.919067,439,1588344963.0
14,176,1,257,600685.346454,652009.457805,955,1588344963.0
14,161,1,284,600063.0129869999,651855.490516,894,1588344963.0
14,161,1,283,600063.0129869999,651855.490516,894,1588344963.0
14,148,2,230,600284.643085,653002.162496,1221,1588344963.0
14,137,2,297,600361.36907,653379.6494359999,1302,1588344963.0
14,137,2,296,600361.36907,653379.6494359999,1302,1588344963.0
14,131,2,234,601514.911596,650068.348954,423,1588344963.0
14,118,2,242,601485.1670029999,649617.923509,315,1588344963.0
14,118,2,241,601485.1670029999,649617.923509,315,1588344963.0
14,115,0,292,600624.821241,650886.69713,630,1588344963.0
14,115,0,291,600624.821241,650886.69713,630,1588344963.0
14,110,2,273,600195.7449899999,649919.004013,383,1588344963.0
14,104,1,292,600624.821241,650886.69713,630,1588344963.0
14,104,1,291,600624.821241,650886.69713,630,1588344963.0
14,99,2,270,600228.593521,649307.0673189999,221,1588344963.0
14,98,0,276,600773.502104,650132.389794,442,1588344963.0
14,72,2,299,599905.3288670001,649512.997688,272,1588344963.0
14,71,2,280,600255.040228,649027.91859,140,1588344963.0
14,26,0,257,600685.346454,652009.457805,955,1588344963.0
14,23,0,284,600063.0129869999,651855.490516,894,1588344963.0
14,23,0,283,600063.0129869999,651855.490516,894,1588344963.0
14,23,2,259,600078.941324,651854.245087,895,1588344963.0
14,23,2,246,599987.8326760001,651933.067514,921,1588344963.0
14,23,2,245,599987.8326760001,651933.067514,921,1588344963.0
14,9,1,276,600773.502104,650132.389794,442,1588344963.0
15,213,2,253,599821.0459029999,650050.220257,406,1588345023.0
15,207,0,270,600939.502686,648631.315721,39,1588345023.0
15,201,2,268,600410.273702,650778.9884489999,601,1588345023.0
15,194,2,289,600384.426337,650135.919067,439,1588345023.0
15,148,2,230,600284.643085,653002.162496,1221,1588345023.0
15,137,2,297,600361.36907,653379.6494359999,1302,1588345023.0
15,137,2,296,600361.36907,653379.6494359999,1302,1588345023.0
15,131,2,234,601514.911596,650068.348954,423,1588345023.0
15,129,0,276,600645.3265770001,650255.798481,468,1588345023.0
15,129,0,242,600690.866696,650267.436447,469,1588345023.0
