Antenna_Id,x,y,geometry
65,600082.5562270001,648749.54388,POINT (600082.5562270001 648749.54388)
97,600412.429892,650527.174066,POINT (600412.429892 650527.174066)
99,600390.705258,649275.61969,POINT (600390.7052579999 649275.61969)
71,600082.5562270001,648749.54388,POINT (600082.5562270001 648749.54388)
103,600225.931191,650539.987491,POINT (600225.931191 650539.987491)
99,600542.002939,649301.777959,POINT (600542.002939 649301.777959)
188,600542.002939,649301.777959,POINT (600542.002939 649301.777959)
200,600036.768038,651380.0972140001,POINT (600036.768038 651380.0972140001)
97,600225.931191,650539.987491,POINT (600225.931191 650539.987491)
26,600036.768038,651380.0972140001,POINT (600036.768038 651380.0972140001)
141,601126.877516,653538.780584,POINT (601126.8775159999 653538.7805840001)
188,600695.2881560001,649310.659722,POINT (600695.2881560001 649310.659722)
148,601126.877516,653538.780584,POINT (601126.8775159999 653538.7805840001)
181,601584.910863,651599.546477,POINT (601584.910863 651599.546477)
30,601584.910863,651599.546477,POINT (601584.910863 651599.546477)
188,600818.11716,649402.79158,POINT (600818.11716 649402.79158)
83,601014.735105,651455.013695,POINT (601014.735105 651455.013695)
65,600818.11716,649402.79158,POINT (600818.11716 649402.79158)
200,601014.735105,651455.013695,POINT (601014.735105 651455.013695)
65,600968.2116180001,649370.435793,POINT (600968.2116180001 649370.435793)
84,601438.125247,651750.5205710001,POINT (601438.125247 651750.5205710001)
30,601438.125247,651750.5205710001,POINT (601438.125247 651750.5205710001)
24,600448.807269,652805.61038,POINT (600448.807269 652805.61038)
58,601317.044336,650546.789429,POINT (601317.044336 650546.789429)
141,600448.807269,652805.61038,POINT (600448.807269 652805.61038)
166,601317.044336,650546.789429,POINT (601317.044336 650546.789429)
69,601792.9283510001,650162.402805,POINT (601792.9283510001 650162.402805)
169,601792.9283510001,650162.402805,POINT (601792.9283510001 650162.402805)
201,600466.5444220001,650641.675489,POINT (600466.5444220001 650641.675489)
65,601090.901323,649462.75307,POINT (601090.901323 649462.75307)
83,600466.5444220001,650641.675489,POINT (600466.5444220001 650641.675489)
58,601189.5300029999,650415.190242,POINT (601189.5300029999 650415.190242)
157,601290.4317229999,651600.434538,POINT (601290.4317229999 651600.434538)
65,601046.446003,649609.718944,POINT (601046.446003 649609.718944)
169,601976.283776,650135.165896,POINT (601976.283776 650135.165896)
84,601290.4317229999,651600.434538,POINT (601290.4317229999 651600.434538)
71,601082.441843,648979.780257,POINT (601082.441843 648979.780257)
69,601976.283776,650135.165896,POINT (601976.283776 650135.165896)
93,601082.441843,648979.780257,POINT (601082.441843 648979.780257)
126,601079.886094,650268.3690439999,POINT (601079.886094 650268.3690439999)
201,599761.92782,649959.365071,POINT (599761.92782 649959.3650709999)
58,601079.886094,650268.3690439999,POINT (601079.886094 650268.3690439999)
202,599761.92782,649959.365071,POINT (599761.92782 649959.3650709999)
93,600996.491407,650002.224659,POINT (600996.491407 650002.2246590001)
8,600932.4705180001,650159.525584,POINT (600932.4705180001 650159.525584)
157,601161.554204,651433.9119279999,POINT (601161.554204 651433.9119279999)
126,600932.4705180001,650159.525584,POINT (600932.4705180001 650159.525584)
125,601161.554204,651433.9119279999,POINT (601161.554204 651433.9119279999)
9,600996.491407,650002.224659,POINT (600996.491407 650002.2246590001)
65,601483.5602,649699.530283,POINT (601483.5601999999 649699.530283)
64,601009.989958,649758.870545,POINT (601009.989958 649758.870545)
65,601009.989958,649758.870545,POINT (601009.989958 649758.870545)
118,601483.5602,649699.530283,POINT (601483.5601999999 649699.530283)
98,600785.796339,650049.6850810001,POINT (600785.796339 650049.6850810001)
95,601447.052839,650924.056764,POINT (601447.052839 650924.056764)
90,601035.620542,651265.1520189999,POINT (601035.620542 651265.1520189999)
64,600872.712269,649690.094972,POINT (600872.712269 649690.094972)
125,601035.620542,651265.1520189999,POINT (601035.620542 651265.1520189999)
9,601447.052839,650924.056764,POINT (601447.052839 650924.056764)
160,601820.273318,650417.124894,POINT (601820.273318 650417.124894)
118,601820.273318,650417.124894,POINT (601820.273318 650417.124894)
136,601187.966557,649440.466425,POINT (601187.9665569999 649440.466425)
65,601187.966557,649440.466425,POINT (601187.9665569999 649440.466425)
8,600785.796339,650049.6850810001,POINT (600785.796339 650049.6850810001)
139,601294.235493,651938.6635319999,POINT (601294.235493 651938.6635319999)
90,600878.482666,651124.984682,POINT (600878.482666 651124.984682)
95,601294.235493,651938.6635319999,POINT (601294.235493 651938.6635319999)
32,600878.482666,651124.984682,POINT (600878.482666 651124.984682)
91,600664.6008560001,649912.244527,POINT (600664.6008560001 649912.244527)
136,601374.577343,649496.072482,POINT (601374.577343 649496.072482)
103,600407.9880680001,650582.428545,POINT (600407.9880680001 650582.428545)
81,601374.577343,649496.072482,POINT (601374.577343 649496.072482)
98,600664.6008560001,649912.244527,POINT (600664.6008560001 649912.244527)
97,600407.9880680001,650582.428545,POINT (600407.9880680001 650582.428545)
160,601190.3190659999,649936.0060010001,POINT (601190.3190659999 649936.0060010001)
201,600502.664411,650743.6189270001,POINT (600502.664411 650743.6189270001)
136,601194.2985810001,649422.484527,POINT (601194.2985810001 649422.484527)
32,600740.0996310001,650966.2732149999,POINT (600740.0996310001 650966.2732149999)
97,600502.664411,650743.6189270001,POINT (600502.664411 650743.6189270001)
198,601190.3190659999,649936.0060010001,POINT (601190.3190659999 649936.0060010001)
92,600740.0996310001,650966.2732149999,POINT (600740.0996310001 650966.2732149999)
91,600537.187988,649780.547101,POINT (600537.187988 649780.547101)
81,601194.2985810001,649422.484527,POINT (601194.2985810001 649422.484527)
91,600408.423071,649650.171309,POINT (600408.423071 649650.171309)
139,600531.701836,651252.13425,POINT (600531.701836 651252.13425)
115,600614.140015,650797.532676,POINT (600614.140015 650797.532676)
198,600623.1114470001,649382.297353,POINT (600623.1114470001 649382.297353)
143,600005.730261,652093.23084,POINT (600005.730261 652093.23084)
92,600614.140015,650797.532676,POINT (600614.140015 650797.532676)
79,600531.701836,651252.13425,POINT (600531.701836 651252.13425)
188,600623.1114470001,649382.297353,POINT (600623.1114470001 649382.297353)
23,600005.730261,652093.23084,POINT (600005.730261 652093.23084)
82,600408.423071,649650.171309,POINT (600408.423071 649650.171309)
79,599813.800495,650519.0601069999,POINT (599813.800495 650519.0601069999)
201,600463.509336,650650.39467,POINT (600463.509336 650650.39467)
129,600709.8049560001,650211.478136,POINT (600709.8049560001 650211.478136)
188,600005.273553,648885.714946,POINT (600005.2735529999 648885.714946)
202,600709.8049560001,650211.478136,POINT (600709.8049560001 650211.478136)
97,600284.704999,650411.381494,POINT (600284.704999 650411.381494)
190,599813.800495,650519.0601069999,POINT (599813.800495 650519.0601069999)
45,600005.273553,648885.714946,POINT (600005.2735529999 648885.714946)
82,600276.674052,649522.81179,POINT (600276.674052 649522.8117899999)
115,600463.509336,650650.39467,POINT (600463.509336 650650.39467)
