t,AntennaId,EventCode,PhoneId,x,y,TileId
0,137,0,186,600977.949474,652485.255170,1065
0,137,0,187,600977.949474,652485.255170,1065
0,137,0,725,601012.814718,652440.045387,1066
0,137,0,726,601012.814718,652440.045387,1066
1,137,0,1366,600942.704676,652283.186230,1011
1,137,0,1365,600942.704676,652283.186230,1011
1,137,1,726,600653.110232,652733.912097,1143
1,137,1,725,600653.110232,652733.912097,1143
1,137,1,187,600323.274614,653269.352172,1275
1,137,1,186,600323.274614,653269.352172,1275
2,137,1,1366,600687.570107,652546.168726,1090
2,137,1,1365,600687.570107,652546.168726,1090
6,137,0,1017,600996.783397,652344.499923,1039
6,137,0,998,600919.845537,652340.753209,1038
7,137,0,1246,600911.462989,652361.222333,1038
7,137,2,1017,600996.783397,652344.499923,1039
7,137,1,998,601242.760436,652140.696089,987
8,137,1,1246,601203.615912,652097.929937,960
8,137,2,1017,600996.783397,652344.499923,1039
9,137,2,1017,600996.783397,652344.499923,1039
9,137,0,998,600948.858425,652381.358698,1038
10,137,2,1017,600996.783397,652344.499923,1039
10,137,1,998,600658.458321,652626.235529,1116
11,137,2,1017,600996.783397,652344.499923,1039
11,137,0,557,600920.594854,652378.468825,1038
12,137,2,1017,600996.783397,652344.499923,1039
12,137,1,557,600638.106619,652658.899604,1116
13,137,1,1017,600972.405558,651937.159833,930
17,137,0,531,600970.112179,652369.546254,1038
18,137,1,531,600639.061340,652697.121798,1116
19,137,0,453,600983.352200,652385.721963,1039
20,137,2,453,600983.352200,652385.721963,1039
20,137,0,340,600917.153778,652383.742601,1038
21,137,1,453,600336.901845,653319.426266,1302
21,137,1,340,601131.323394,651951.356927,932
27,137,0,887,601010.586817,652298.756846,1012
28,137,1,887,601246.416777,651995.159928,933
31,137,0,1106,601005.347645,652374.052205,1039
31,137,0,1105,601005.347645,652374.052205,1039
31,137,0,545,600961.818089,652314.994769,1038
32,137,2,1106,601005.347645,652374.052205,1039
32,137,2,1105,601005.347645,652374.052205,1039
32,137,0,998,600919.985260,652298.496836,1011
32,137,2,545,600961.818089,652314.994769,1038
32,137,0,326,601011.112959,652284.945995,1012
32,137,0,325,601011.112959,652284.945995,1012
33,137,2,1106,601005.347645,652374.052205,1039
33,137,2,1105,601005.347645,652374.052205,1039
33,137,1,998,601100.293589,651964.153017,932
33,137,1,545,600720.755320,652625.608618,1117
