t;Person ID;x;y
17;267;600410.273702;650778.988449
17;266;600731.192695;650887.761658
17;265;600842.191324;653493.848276
17;264;601802.646837;649977.451810
17;263;600322.352944;649397.039610
17;262;601125.520909;649617.861327
17;261;600830.355331;651345.971446
17;260;599778.170069;650148.694879
17;258;600078.941324;651854.245087
17;256;600817.565795;651521.157089
17;255;601027.839567;652554.729750
17;254;600000.044162;648884.562114
17;252;599821.045903;650050.220257
17;251;600976.820130;649165.810326
17;250;601223.759667;649391.120399
17;249;601125.256081;652039.732269
17;248;601325.680391;650926.786395
17;247;600390.354801;650506.897934
17;244;599987.832676;651933.067514
17;243;600499.695877;653043.985295
17;240;599963.649069;650991.269685
17;239;600330.141181;650474.633084
17;238;600283.514429;648629.371179
17;237;600437.679664;648933.437076
17;236;599721.220797;648970.795475
17;235;601255.354638;650782.440044
17;233;601514.911596;650068.348954
17;232;600028.886450;648578.742008
17;231;601607.333938;650103.890750
17;229;600284.643085;653002.162496
18;300;601760.831019;649182.694869
18;298;599985.077045;648944.216710
18;295;600407.311058;653211.244496
18;294;601689.722471;649203.678279
18;293;600381.495263;650354.538096
18;290;601128.643571;650490.125209
18;288;600384.426337;650135.919067
18;287;601148.084971;653130.304391
18;286;600689.776154;648967.344813
18;285;600997.621242;649156.520379
18;282;600444.016039;651642.208162
18;281;601011.861640;650219.848027
18;279;600369.392220;648682.983817
18;278;600219.714482;649674.113635
18;277;600483.549312;650377.172114
18;275;600417.844322;650529.417888
18;274;601451.913352;649776.968995
18;272;600098.606720;649132.313536
18;271;601421.707233;651676.040134
18;269;600293.621224;649369.468280
18;267;600410.273702;650778.988449
18;266;600731.192695;650887.761658
18;265;600762.427398;653290.753409
18;264;601527.479539;648954.801787
18;263;600322.352944;649397.039610
18;262;601066.471649;649811.113354
18;261;600122.318077;652148.411782
18;260;599778.170069;650148.694879
18;258;600078.941324;651854.245087
18;256;600979.922977;651436.195943
18;255;601027.839567;652554.729750
18;254;600130.987080;648746.682866
18;252;599821.045903;650050.220257
18;251;601057.898724;649013.899211
18;250;601223.759667;649391.120399
18;249;601027.931107;650996.704355
18;248;601325.680391;650926.786395
18;247;600390.354801;650506.897934
18;244;599987.832676;651933.067514
18;243;600348.051904;653183.426443
18;240;600203.682856;649993.690708
18;239;600330.141181;650474.633084
18;238;600283.514429;648629.371179
18;237;600437.679664;648933.437076
18;236;599721.220797;648970.795475
18;235;600767.604720;651448.139031
18;233;601514.911596;650068.348954
18;232;600028.886450;648578.742008
18;231;601607.333938;650103.890750
18;229;600284.643085;653002.162496
19;300;601760.831019;649182.694869
19;298;600078.643630;648822.477079
19;295;600387.806574;653037.778462
19;294;601689.722471;649203.678279
19;293;600381.495263;650354.538096
19;290;601133.236234;650304.814745
19;288;600384.426337;650135.919067
19;287;601148.084971;653130.304391
19;286;600788.204056;648836.731739
19;285;600870.176130;649338.373016
19;282;600582.694280;651483.754573
19;281;601011.861640;650219.848027
19;279;600554.549634;648743.252808
19;278;601372.949846;649690.790135
19;277;600483.549312;650377.172114
19;275;600417.844322;650529.417888
19;274;601451.913352;649776.968995
19;272;600098.606720;649132.313536
19;271;601608.757942;651638.037371
19;269;601269.507738;649271.093619
19;267;600410.273702;650778.988449
19;266;600731.192695;650887.761658
19;265;600722.208379;653076.295396
19;264;601527.479539;648954.801787
19;263;600322.352944;649397.039610
19;262;601173.894173;649639.959731
19;261;600122.318077;652148.411782
19;260;599778.170069;650148.694879
19;258;600078.941324;651854.245087
19;256;601152.905796;651375.737733
19;255;601027.839567;652554.729750
19;254;600130.987080;648746.682866
19;252;599821.045903;650050.220257
19;251;601063.047913;649186.016064
19;250;601223.759667;649391.120399
19;249;600866.883150;649961.599077
19;248;601325.680391;650926.786395
19;247;600390.354801;650506.897934
19;244;599987.832676;651933.067514
19;243;600348.051904;653183.426443
19;240;599987.571627;648990.657323
19;239;600490.860134;650362.747819
19;238;600283.514429;648629.371179
19;237;600437.679664;648933.437076
19;236;599721.220797;648970.795475
19;235;600215.468075;652061.490684
19;233;601514.911596;650068.348954
19;232;600028.886450;648578.742008
19;231;601607.333938;650103.890750
19;229;600284.643085;653002.162496
20;300;601234.300866;649936.193479
20;298;600078.643630;648822.477079
20;295;600440.794600;652871.456006
20;294;601689.722471;649203.678279
20;293;600381.495263;650354.538096
20;290;601313.513827;650261.674850
20;288;600384.426337;650135.919067
20;287;601148.084971;653130.304391
20;286;600826.713527;648677.782541
20;285;600721.711491;649503.512016
20;282;600793.228624;651487.560420
20;281;601011.861640;650219.848027
20;279;600618.130692;648927.299183
20;278;601372.949846;649690.790135
20;277;600483.549312;650377.172114
20;275;600417.844322;650529.417888
20;274;601451.913352;649776.968995
20;272;600098.606720;649132.313536
20;271;601608.757942;651638.037371
20;269;601269.507738;649271.093619
20;267;600410.273702;650778.988449
20;266;600731.192695;650887.761658
20;265;600912.040470;652968.714793
20;264;600783.235636;649708.214770
20;263;600322.352944;649397.039610
20;262;601152.748668;649438.996977
20;261;600197.968481;651080.936132
20;260;599778.170069;650148.694879
20;258;600078.941324;651854.245087
20;256;601294.624885;651491.901199
20;255;601027.839567;652554.729750
20;254;600130.987080;648746.682866
20;252;599821.045903;650050.220257
20;251;601139.812747;649031.880132
20;250;601223.759667;649391.120399
20;249;601623.324103;649236.908477
20;248;601488.847148;650807.139673
20;247;600390.354801;650506.897934
20;244;599987.832676;651933.067514
20;243;600381.510802;652980.152661
20;240;600053.218578;650014.605814
20;239;600490.860134;650362.747819
20;238;600283.514429;648629.371179
20;237;600437.679664;648933.437076
20;236;599721.220797;648970.795475
20;235;600215.468075;652061.490684
20;233;601514.911596;650068.348954
20;232;600028.886450;648578.742008
20;231;601607.333938;650103.890750
20;229;600284.643085;653002.162496
21;300;600616.541017;650616.904084
21;298;600078.643630;648822.477079
21;295;600558.850163;652742.872282
21;294;601689.722471;649203.678279
21;293;600381.495263;650354.538096
21;290;601406.029738;650101.045254
21;288;600384.426337;650135.919067
21;287;601148.084971;653130.304391
21;286;600988.638451;648654.801116
21;285;600588.786055;649681.398122
21;282;600952.609538;651349.948944
21;281;601011.861640;650219.848027
21;279;600686.881890;649109.477371
21;278;600645.551570;650585.844132
21;277;600483.549312;650377.172114
21;275;600417.844322;650529.417888
21;274;601451.913352;649776.968995
21;272;600098.606720;649132.313536
21;271;601460.858459;651758.693579
21;269;600629.498658;650014.343535
21;267;600410.273702;650778.988449
21;266;600731.192695;650887.761658
21;265;601071.711884;652820.004174
21;264;600062.704719;650484.336737
21;263;600322.352944;649397.039610
21;262;601334.084570;649349.831673
21;261;601102.523767;651652.781374
21;260;599778.170069;650148.694879
21;258;600078.941324;651854.245087
21;256;601467.363592;651430.749011
21;255;601027.839567;652554.729750
21;254;600130.987080;648746.682866
21;252;599821.045903;650050.220257
21;251;601262.737216;648911.296966
21;250;601223.759667;649391.120399
21;249;600993.094929;650073.682383
21;248;601481.996623;650604.922465
21;247;600760.595532;651558.453093
21;244;599987.832676;651933.067514
21;243;600349.520006;652776.642668
21;240;600751.983053;649263.268178
21;239;600490.860134;650362.747819
21;238;600283.514429;648629.371179
21;237;600437.679664;648933.437076
21;236;600461.135233;649481.245553
21;235;601040.721847;652064.857525
21;233;601514.911596;650068.348954
21;232;600942.526667;648583.652590
21;231;601607.333938;650103.890750
21;229;600284.643085;653002.162496
22;300;599899.372871;651191.938005
22;298;600078.643630;648822.477079
22;295;600647.080805;652592.252749
22;294;601689.722471;649203.678279
22;293;600381.495263;650354.538096
22;290;601542.460446;649975.555323
22;288;600384.426337;650135.919067
22;287;601148.084971;653130.304391
22;286;601018.030059;648815.686045
22;285;600433.788186;649840.421072
22;282;600995.056948;651143.702946
22;281;601011.861640;650219.848027
22;279;600642.241822;649299.010702
22;278;600645.551570;650585.844132
22;277;600483.549312;650377.172114
22;275;600417.844322;650529.417888
22;274;601451.913352;649776.968995
22;272;600098.606720;649132.313536
22;271;601340.768864;651907.053502
22;269;599969.599013;650739.991191
22;267;600410.273702;650778.988449
22;266;600731.192695;650887.761658
22;265;601100.843314;652603.760866
22;264;600062.704719;650484.336737
22;263;600322.352944;649397.039610
22;262;601465.648390;649196.455917
22;261;601444.001496;650638.572221
22;260;599840.700470;650310.068216
22;258;600078.941324;651854.245087
22;256;601555.485445;651270.085418
22;255;601027.839567;652554.729750
22;254;600130.987080;648746.682866
22;252;599821.045903;650050.220257
22;251;601243.160988;648740.219508
22;250;601223.759667;649391.120399
22;249;601221.131921;651096.119917
22;248;601448.939191;650405.307999
22;247;600760.595532;651558.453093
22;244;599987.832676;651933.067514
22;243;600441.553469;652592.334313
22;240;600751.983053;649263.268178
22;239;600490.860134;650362.747819
22;238;600283.514429;648629.371179
22;237;600437.679664;648933.437076
22;236;600848.448029;648670.060338
22;235;601164.155679;651248.880066
22;233;601514.911596;650068.348954
22;232;600942.526667;648583.652590
22;231;601607.333938;650103.890750
22;229;600284.643085;653002.162496
23;300;599899.372871;651191.938005
23;298;600078.643630;648822.477079
23;295;600540.898460;652730.803099
23;294;601689.722471;649203.678279
23;293;600381.495263;650354.538096
23;290;601542.460446;649975.555323
23;288;600384.426337;650135.919067
23;287;601148.084971;653130.304391
23;286;601152.414460;648908.899026
23;285;600296.898227;650015.274660
23;282;601130.415548;651305.001562
23;281;601011.861640;650219.848027
23;279;600642.241822;649299.010702
23;278;600660.328184;649432.582860
23;277;600483.549312;650377.172114
23;275;600417.844322;650529.417888
23;274;601451.913352;649776.968995
23;272;600098.606720;649132.313536
23;271;601194.597675;652029.797794
23;269;599969.599013;650739.991191
23;267;600410.273702;650778.988449
23;266;600731.192695;650887.761658
23;265;601100.843314;652603.760866
23;264;599995.316094;649427.459789
23;263;600322.352944;649397.039610
23;262;601607.526101;649052.567502
23;261;600951.534153;651588.679142
23;260;599840.700470;650310.068216
23;258;600078.941324;651854.245087
23;256;601728.861369;651210.763921
23;255;601027.839567;652554.729750
23;254;600130.987080;648746.682866
23;252;599990.268186;650129.654307
23;251;601261.690648;648911.413483
23;250;601223.759667;649391.120399
23;249;601221.131921;651096.119917
23;248;601448.939191;650405.307999
23;247;600760.595532;651558.453093
23;244;599987.832676;651933.067514
23;243;600641.392526;652542.293533
23;240;600108.646526;650062.579224
23;239;600490.860134;650362.747819
23;238;600283.514429;648629.371179
23;237;600437.679664;648933.437076
23;236;600848.448029;648670.060338
23;235;601532.528222;650510.397301
23;233;601514.911596;650068.348954
23;232;600325.035764;649257.052579
23;231;601607.333938;650103.890750
23;229;600284.643085;653002.162496
24;300;600418.119329;650433.059707
24;298;600078.643630;648822.477079
24;295;600670.262893;652848.002645
24;294;601689.722471;649203.678279
24;293;600381.495263;650354.538096
24;290;601542.460446;649975.555323
24;288;600384.426337;650135.919067
24;287;601148.084971;653130.304391
24;286;601111.836869;649067.332880
24;285;600134.211884;650166.422905
24;282;601102.607284;651096.277115
24;281;601011.861640;650219.848027
24;279;600642.241822;649299.010702
24;278;601713.853016;648963.205255
24;277;600483.549312;650377.172114
24;275;600417.844322;650529.417888
24;274;601451.913352;649776.968995
24;272;600098.606720;649132.313536
24;271;601055.748111;652160.767165
24;269;600623.036406;651471.463429
24;267;600410.273702;650778.988449
24;266;600731.192695;650887.761658
24;265;600958.285991;652768.949298
24;264;601011.493993;649725.641926
24;263;600322.352944;649397.039610
24;262;601774.149752;649166.890377
24;261;600951.534153;651588.679142
24;260;599840.700470;650310.068216
24;258;600078.941324;651854.245087
24;256;601816.577262;651049.878332
24;255;601027.839567;652554.729750
24;254;600130.987080;648746.682866
24;252;600167.568406;650188.904467
24;251;601262.933952;648739.224112
24;250;601223.759667;649391.120399
24;249;600517.921045;651872.569430
24;248;601448.939191;650405.307999
24;247;600653.240634;652668.102306
24;244;599987.832676;651933.067514
24;243;600635.887343;652336.358055
24;240;600108.646526;650062.579224
24;239;600490.860134;650362.747819
24;238;600283.514429;648629.371179
24;237;600437.679664;648933.437076
24;236;600848.448029;648670.060338
24;235;601532.528222;650510.397301
24;233;601514.911596;650068.348954
24;232;600325.035764;649257.052579
24;231;601607.333938;650103.890750
24;229;600284.643085;653002.162496
25;300;601324.542002;650586.004458
25;298;600078.643630;648822.477079
25;295;600840.337933;652887.313852
25;294;601689.722471;649203.678279
25;293;600576.213504;650439.371433
25;290;601542.460446;649975.555323
25;288;600384.426337;650135.919067
25;287;600433.008963;652323.320454
25;286;601256.418602;649143.778610
25;285;599975.509758;650011.096560
25;282;601292.410189;651187.458536
25;281;601011.861640;650219.848027
25;279;600642.241822;649299.010702
25;278;601713.853016;648963.205255
25;277;600483.549312;650377.172114
25;275;600417.844322;650529.417888
25;274;601451.913352;649776.968995
25;272;600098.606720;649132.313536
25;271;600897.890602;652053.467657
25;269;601406.887453;652061.047688
25;267;600410.273702;650778.988449
25;266;600731.192695;650887.761658
25;265;600807.226120;652611.498594
25;264;601084.889729;650782.118701
25;263;600322.352944;649397.039610
25;262;601970.215199;649215.793359
25;261;600045.788309;651018.721502
25;260;599840.700470;650310.068216
25;258;600078.941324;651854.245087
25;256;601639.255410;651003.669978
25;255;601027.839567;652554.729750
25;254;600130.987080;648746.682866
25;252;600167.568406;650188.904467
25;251;601262.933952;648739.224112
25;250;601223.759667;649391.120399
25;249;599875.606149;651045.036376
25;248;601448.939191;650405.307999
25;247;600653.240634;652668.102306
25;244;599987.832676;651933.067514
25;243;600462.865916;652224.539836
25;240;601087.702307;650369.547970
25;239;600490.860134;650362.747819
25;238;600283.514429;648629.371179
25;237;600437.679664;648933.437076
25;236;600848.448029;648670.060338
25;235;601532.528222;650510.397301
25;233;601514.911596;650068.348954
25;232;600325.035764;649257.052579
25;231;601607.333938;650103.890750
25;229;600284.643085;653002.162496
26;300;601324.542002;650586.004458
26;298;600078.643630;648822.477079
26;295;601014.081847;652904.164437
26;294;601689.722471;649203.678279
26;293;600788.337051;650428.624841
26;290;601542.460446;649975.555323
26;288;600384.426337;650135.919067
26;287;600433.008963;652323.320454
26;286;601389.056156;649239.460929
26;285;599822.084188;649850.556121
26;282;601240.010347;651391.403261
26;281;601011.861640;650219.848027
26;279;600642.241822;649299.010702
26;278;601713.853016;648963.205255
26;277;600483.549312;650377.172114
26;275;600417.844322;650529.417888
26;274;601451.913352;649776.968995
26;272;600734.365886;649605.735158
26;271;600770.692875;651911.154918
26;269;601406.887453;652061.047688
26;267;600410.273702;650778.988449
26;266;600731.192695;650887.761658
26;265;600646.419257;652464.016522
26;264;601084.889729;650782.118701
26;263;600322.352944;649397.039610
26;262;601959.873295;649417.600708
26;261;600045.788309;651018.721502
26;260;599840.700470;650310.068216
26;258;600078.941324;651854.245087
26;256;601800.152556;651091.364672
26;255;601027.839567;652554.729750
26;254;600130.987080;648746.682866
26;252;600167.568406;650188.904467
26;251;601262.933952;648739.224112
26;250;601223.759667;649391.120399
26;249;599875.606149;651045.036376
26;248;601448.939191;650405.307999
26;247;600653.240634;652668.102306
26;244;599987.832676;651933.067514
26;243;600656.691526;652294.334975
26;240;602094.429551;650171.355414
26;239;600490.860134;650362.747819
26;238;600283.514429;648629.371179
26;237;600437.679664;648933.437076
26;236;600848.448029;648670.060338
26;235;601532.528222;650510.397301
26;233;601514.911596;650068.348954
26;232;600325.035764;649257.052579
26;231;601607.333938;650103.890750
26;229;600284.643085;653002.162496
27;300;600647.514286;649964.210576
27;298;600078.643630;648822.477079
27;295;601014.081847;652904.164437
27;294;601689.722471;649203.678279
27;293;600659.386154;650597.395557
27;290;601542.460446;649975.555323
27;288;600384.426337;650135.919067
27;287;600433.008963;652323.320454
27;286;601545.822638;649192.855167
27;285;599822.084188;649850.556121
27;282;601444.182169;651442.911140
27;281;601011.861640;650219.848027
27;279;600642.241822;649299.010702
27;278;600850.901279;649728.413859
27;277;599802.186721;649510.079379
27;275;600417.844322;650529.417888
27;274;601451.913352;649776.968995
27;272;601519.075036;649717.758813
27;271;600665.204735;651752.081256
27;269;600691.248790;651390.306780
27;267;600410.273702;650778.988449
27;266;600731.192695;650887.761658
27;265;600503.465212;652299.171293
27;264;600257.321787;650121.315091
27;263;600322.352944;649397.039610
27;262;602003.801070;649614.840439
27;261;600990.300332;651521.836085
27;260;599840.700470;650310.068216
27;258;600078.941324;651854.245087
27;256;601800.152556;651091.364672
27;255;601027.839567;652554.729750
27;254;600130.987080;648746.682866
27;252;600167.568406;650188.904467
27;251;601262.933952;648739.224112
27;250;601223.759667;649391.120399
27;249;600918.223594;651146.664345
27;248;601448.939191;650405.307999
27;247;600653.240634;652668.102306
27;244;599987.832676;651933.067514
27;243;600539.784616;652463.959568
27;240;602094.429551;650171.355414
27;239;600490.860134;650362.747819
27;238;600283.514429;648629.371179
27;237;600437.679664;648933.437076
27;236;600848.448029;648670.060338
27;235;601532.528222;650510.397301
27;233;601514.911596;650068.348954
27;232;600325.035764;649257.052579
27;231;601607.333938;650103.890750
27;229;600284.643085;653002.162496
28;300;599966.169054;649347.150746
28;298;600078.643630;648822.477079
28;295;600894.517836;652776.982138
28;294;601689.722471;649203.678279
28;293;600827.923306;650726.651570
28;290;601542.460446;649975.555323
28;288;600384.426337;650135.919067
28;287;600433.008963;652323.320454
28;286;601708.912674;649180.629496
28;285;600013.827609;649962.569954
28;282;601444.182169;651442.911140
28;281;601011.861640;650219.848027
28;279;600642.241822;649299.010702
28;278;600654.199797;650864.872585
28;277;599802.186721;649510.079379
28;275;600417.844322;650529.417888
28;274;601451.913352;649776.968995
28;272;601857.565471;650434.516774
28;271;600542.459083;651605.911209
28;269;599961.574576;650734.862196
28;267;600410.273702;650778.988449
28;266;600731.192695;650887.761658
28;265;600503.465212;652299.171293
28;264;600257.321787;650121.315091
28;263;600322.352944;649397.039610
28;262;601819.742718;649531.439695
28;261;600763.568902;652567.694635
28;260;599840.700470;650310.068216
28;258;600078.941324;651854.245087
28;256;601665.791344;650966.764049
28;255;601027.839567;652554.729750
28;254;600130.987080;648746.682866
28;252;600167.568406;650188.904467
28;251;601262.933952;648739.224112
28;250;600743.512751;648668.267964
28;249;600918.223594;651146.664345
28;248;601448.939191;650405.307999
28;247;600653.240634;652668.102306
28;244;599987.832676;651933.067514
28;243;600388.426570;652603.711026
28;240;601344.727141;649470.836799
28;239;600490.860134;650362.747819
28;238;600283.514429;648629.371179
28;237;600437.679664;648933.437076
28;236;600848.448029;648670.060338
28;235;601532.528222;650510.397301
28;233;601514.911596;650068.348954
28;232;600325.035764;649257.052579
28;231;601607.333938;650103.890750
28;229;600284.643085;653002.162496
29;300;599966.169054;649347.150746
29;298;600078.643630;648822.477079
29;295;600780.361166;652644.924784
29;294;601689.722471;649203.678279
29;293;601039.003323;650750.254852
29;290;601542.460446;649975.555323
29;288;600384.426337;650135.919067
29;287;600433.008963;652323.320454
29;286;601862.039932;649238.073992
29;285;600228.910145;650017.816138
29;282;601444.182169;651442.911140
29;281;601011.861640;650219.848027
29;279;600642.241822;649299.010702
29;278;600654.199797;650864.872585
29;277;599802.186721;649510.079379
29;275;600417.844322;650529.417888
29;274;601451.913352;649776.968995
29;272;601857.565471;650434.516774
29;271;600407.398506;651471.037869
29;269;599961.574576;650734.862196
29;267;600410.273702;650778.988449
29;266;600731.192695;650887.761658
29;265;600503.465212;652299.171293
29;264;600897.672122;650964.808753
29;263;600322.352944;649397.039610
29;262;602019.416128;649500.396335
29;261;600763.568902;652567.694635
29;260;599840.700470;650310.068216
29;258;600078.941324;651854.245087
29;256;601566.323935;650812.866402
29;255;601027.839567;652554.729750
29;254;600130.987080;648746.682866
29;252;600167.568406;650188.904467
29;251;601262.933952;648739.224112
29;250;600743.512751;648668.267964
29;249;600155.105108;650429.008746
29;248;601448.939191;650405.307999
29;247;600653.240634;652668.102306
29;244;599987.832676;651933.067514
29;243;600594.339620;652597.422643
29;240;600555.000255;648815.770787
29;239;600490.860134;650362.747819
29;238;600283.514429;648629.371179
29;237;600437.679664;648933.437076
29;236;600848.448029;648670.060338
29;235;601532.528222;650510.397301
29;233;601514.911596;650068.348954
29;232;600325.035764;649257.052579
29;231;601466.845566;649991.916689
29;229;600284.643085;653002.162496
30;300;600801.869958;649730.032136
30;298;600078.643630;648822.477079
30;295;600687.805382;652496.923714
30;294;601689.722471;649203.678279
30;293;601238.468103;650823.232177
30;290;601542.460446;649975.555323
30;288;600384.426337;650135.919067
30;287;600433.008963;652323.320454
30;286;601705.411376;649191.006779
30;285;600228.910145;650017.816138
30;282;601444.182169;651442.911140
30;281;600190.355665;649686.231874
30;279;600642.241822;649299.010702
30;278;599933.394364;649964.500752
30;277;599802.186721;649510.079379
30;275;600417.844322;650529.417888
30;274;601451.913352;649776.968995
30;272;601251.129995;649924.072102
30;271;600263.280146;651345.889652
30;269;599961.574576;650734.862196
30;267;600410.273702;650778.988449
30;266;599909.860875;650200.161544
30;265;600503.465212;652299.171293
30;264;600897.672122;650964.808753
30;263;600322.352944;649397.039610
30;262;601819.629488;649470.090245
30;261;599950.199637;651872.239615
30;260;599840.700470;650310.068216
30;258;600078.941324;651854.245087
30;256;601428.150315;650692.507349
30;255;601027.839567;652554.729750
30;254;600130.987080;648746.682866
30;252;600167.568406;650188.904467
30;251;601262.933952;648739.224112
30;250;600743.512751;648668.267964
30;249;600155.105108;650429.008746
30;248;601448.939191;650405.307999
30;247;600029.169218;651744.315903
30;244;599987.832676;651933.067514
30;243;600719.487514;652761.061676
30;240;600555.000255;648815.770787
30;239;600490.860134;650362.747819
30;238;600283.514429;648629.371179
30;237;600437.679664;648933.437076
30;236;600848.448029;648670.060338
30;235;601532.528222;650510.397301
30;233;601514.911596;650068.348954
30;232;600325.035764;649257.052579
30;231;601337.784585;649866.942947
30;229;600284.643085;653002.162496
31;300;600801.869958;649730.032136
31;298;600078.643630;648822.477079
31;295;600558.143826;652380.052969
31;294;601689.722471;649203.678279
31;293;601367.246242;650992.134751
31;290;601724.508933;649940.635280
31;288;600384.426337;650135.919067
31;287;600433.008963;652323.320454
31;286;601867.225071;649167.254833
31;285;600228.910145;650017.816138
31;282;601444.182169;651442.911140
31;281;600190.355665;649686.231874
31;279;600642.241822;649299.010702
31;278;599933.394364;649964.500752
31;277;599802.186721;649510.079379
31;275;600417.844322;650529.417888
31;274;600856.600558;649097.692116
31;272;600672.480634;649382.331698
31;271;600143.047701;651197.645473
31;269;599961.574576;650734.862196
31;267;600410.273702;650778.988449
31;266;599909.860875;650200.161544
31;265;600503.465212;652299.171293
31;264;600897.672122;650964.808753
31;263;600322.352944;649397.039610
31;262;602019.566866;649499.385392
31;261;599950.199637;651872.239615
31;260;600007.232629;650357.168582
31;258;600078.941324;651854.245087
31;256;601428.150315;650692.507349
31;255;601027.839567;652554.729750
31;254;600130.987080;648746.682866
31;252;600167.568406;650188.904467
31;251;601262.933952;648739.224112
31;250;600743.512751;648668.267964
31;249;601186.003616;650615.093805
31;248;601448.939191;650405.307999
31;247;600029.169218;651744.315903
31;244;599987.832676;651933.067514
31;243;600921.415319;652801.864736
31;240;601559.302871;649025.904768
31;239;600490.860134;650362.747819
31;238;600283.514429;648629.371179
31;237;600437.679664;648933.437076
31;236;600848.448029;648670.060338
31;235;601532.528222;650510.397301
31;233;601514.911596;650068.348954
31;232;600325.035764;649257.052579
31;231;601337.784585;649866.942947
31;229;600284.643085;653002.162496
32;300;600801.869958;649730.032136
32;298;600078.643630;648822.477079
32;295;600415.729038;652279.112797
32;294;601689.722471;649203.678279
32;293;601579.295582;650980.011809
32;290;601630.189365;650100.212471
32;288;600384.426337;650135.919067
32;287;600433.008963;652323.320454
32;286;602026.216417;649205.589920
32;285;600228.910145;650017.816138
32;282;601444.182169;651442.911140
32;281;600190.355665;649686.231874
32;279;600642.241822;649299.010702
32;278;599933.394364;649964.500752
32;277;599802.186721;649510.079379
32;275;600417.844322;650529.417888
32;274;600856.600558;649097.692116
32;272;600107.323939;648826.529880
32;271;600007.375273;651063.387624
32;269;600936.425823;650626.709032
32;267;600410.273702;650778.988449
32;266;600937.939311;650500.885013
32;265;600503.465212;652299.171293
32;264;600897.672122;650964.808753
32;263;600322.352944;649397.039610
32;262;601832.139662;649574.911573
32;261;601014.341399;651985.507247
32;260;600117.686588;650490.402691
32;258;600078.941324;651854.245087
32;256;601428.150315;650692.507349
32;255;601027.839567;652554.729750
32;254;600130.987080;648746.682866
32;252;600167.568406;650188.904467
32;251;601262.933952;648739.224112
32;250;600743.512751;648668.267964
32;249;601541.756097;651600.395562
32;248;601448.939191;650405.307999
32;247;601114.440783;651489.302022
32;244;599987.832676;651933.067514
32;243;600722.593651;652747.923353
32;240;601559.302871;649025.904768
32;239;600533.912688;650553.785439
32;238;600283.514429;648629.371179
32;237;600437.679664;648933.437076
32;236;600848.448029;648670.060338
32;235;601532.528222;650510.397301
32;233;601514.911596;650068.348954
32;232;600325.035764;649257.052579
32;231;601337.784585;649866.942947
32;229;600284.643085;653002.162496
33;300;600801.869958;649730.032136
33;298;600231.532922;648808.331132
33;295;600304.961587;652144.200003
33;294;601689.722471;649203.678279
33;293;601532.047336;651187.085447
33;290;601815.435938;650093.521566
33;288;600384.426337;650135.919067
33;287;601008.963741;653234.820791
33;286;601871.365134;649258.210325
33;285;600228.910145;650017.816138
33;282;601444.182169;651442.911140
33;281;600190.355665;649686.231874
33;279;600642.241822;649299.010702
33;278;599933.394364;649964.500752
33;277;600893.902797;649665.838167
33;275;600417.844322;650529.417888
33;274;600856.600558;649097.692116
33;272;600107.323939;648826.529880
33;271;599878.689435;650922.419072
33;269;600182.323101;651253.894129
33;267;600410.273702;650778.988449
33;266;600781.364939;651560.537948
33;265;600503.465212;652299.171293
33;264;600897.672122;650964.808753
33;263;600322.352944;649397.039610
33;262;602011.980272;649667.055568
33;261;601014.341399;651985.507247
33;260;600059.416288;650653.362737
33;258;600078.941324;651854.245087
33;256;601428.150315;650692.507349
33;255;601027.839567;652554.729750
33;254;600130.987080;648746.682866
33;252;599985.686732;650232.090184
33;251;601262.933952;648739.224112
33;250;600743.512751;648668.267964
33;249;601541.756097;651600.395562
33;248;601448.939191;650405.307999
33;247;601114.440783;651489.302022
33;244;599987.832676;651933.067514
33;243;600700.986971;652952.796191
33;240;601559.302871;649025.904768
33;239;600728.589623;650574.993578
33;238;600283.514429;648629.371179
33;237;601481.047592;649332.332047
33;236;601589.330514;649179.104342
33;235;601532.528222;650510.397301
33;233;601514.911596;650068.348954
33;232;600325.035764;649257.052579
33;231;601337.784585;649866.942947
33;229;600284.643085;653002.162496
34;300;600801.869958;649730.032136
34;298;600253.635821;648960.274231
34;295;600169.945876;652033.558024
34;294;600619.404182;648951.838671
34;293;601565.228306;651396.873225
34;290;601976.982752;650184.426394
34;288;600384.426337;650135.919067
34;287;601008.963741;653234.820791
34;286;602013.874984;649338.452270
34;285;600228.910145;650017.816138
34;282;601444.182169;651442.911140
34;281;600190.355665;649686.231874
34;279;600832.621147;649339.892629
34;278;599933.394364;649964.500752
34;277;601916.986105;650077.426961
34;275;600417.844322;650529.417888
34;274;600856.600558;649097.692116
34;272;599940.010452;649601.335628
34;271;599878.689435;650922.419072
34;269;600182.323101;651253.894129
34;267;601425.552067;651021.580236
34;266;600781.364939;651560.537948
34;265;600503.465212;652299.171293
34;264;600897.672122;650964.808753
34;263;600322.352944;649397.039610
34;262;602011.980272;649667.055568
34;261;600163.886828;651335.927176
34;260;599890.083080;650617.618232
34;258;600078.941324;651854.245087
34;256;601428.150315;650692.507349
34;255;601027.839567;652554.729750
34;254;600130.987080;648746.682866
34;252;600171.327708;650254.076033
34;251;601262.933952;648739.224112
34;250;600743.512751;648668.267964
34;249;600796.646949;650864.058860
34;248;601601.410857;650538.315969
34;247;600313.525850;650713.813969
34;244;599987.832676;651933.067514
34;243;600794.255412;653136.482680
34;240;601671.593975;650045.792380
34;239;600715.533221;650770.386579
34;238;600283.514429;648629.371179
34;237;601481.047592;649332.332047
