t,AntennaId,EventCode,PhoneId,x,y,TileId
0,166,0,894,600497.350552,650921.665894,656
0,166,0,1461,600432.633321,650814.012985,628
0,166,0,1603,600427.480842,650833.434773,628
0,166,0,1604,600427.480842,650833.434773,628
1,166,2,1604,600427.480842,650833.434773,628
1,166,2,1603,600427.480842,650833.434773,628
1,166,2,1461,600432.633321,650814.012985,628
1,166,1,894,600271.304258,651213.049677,734
1,166,0,648,600465.084419,650886.119518,628
1,166,0,562,600420.293098,650758.101083,601
1,166,0,453,600550.245264,650979.971745,656
2,166,1,1604,601059.616324,650115.463300,445
2,166,1,1603,601059.616324,650115.463300,445
2,166,2,1461,600432.633321,650814.012985,628
2,166,0,862,600400.514953,650757.044599,601
2,166,0,852,600388.213013,650691.501797,574
2,166,1,648,600172.568915,651125.236104,706
2,166,1,562,600176.069819,651060.319171,679
2,166,2,453,600550.245264,650979.971745,656
3,166,2,1461,600432.633321,650814.012985,628
3,166,1,862,599996.295183,651038.690521,678
3,166,1,852,600088.421323,650944.350571,652
3,166,1,453,601435.456938,651691.380264,854
3,166,0,237,600487.297793,650745.966441,602
4,166,2,1461,600432.633321,650814.012985,628
4,166,1,237,600649.071152,649868.678280,360
5,166,2,1461,600432.633321,650814.012985,628
5,166,0,577,600484.171122,650860.446887,629
5,166,0,576,600484.171122,650860.446887,629
5,166,0,427,600436.379742,650787.160989,601
6,166,2,1461,600432.633321,650814.012985,628
6,166,1,577,600970.666459,651743.539685,876
6,166,1,576,600970.666459,651743.539685,876
6,166,1,427,600137.165488,651039.131103,679
7,166,2,1461,600432.633321,650814.012985,628
8,166,2,1461,600432.633321,650814.012985,628
8,166,0,588,600460.691776,650920.538569,655
9,166,2,1461,600432.633321,650814.012985,628
9,166,0,747,600445.514136,650880.576333,628
9,166,0,746,600445.514136,650880.576333,628
9,166,1,588,600059.031524,649880.992818,354
10,166,0,1527,600453.065647,650745.322820,601
10,166,0,1526,600453.065647,650745.322820,601
10,166,2,1461,600432.633321,650814.012985,628
10,166,0,894,600402.692938,650638.040955,574
10,166,1,747,599935.540389,651623.898694,839
10,166,1,746,599935.540389,651623.898694,839
11,166,1,1527,599912.303782,651357.355393,758
11,166,1,1526,599912.303782,651357.355393,758
11,166,2,1461,600432.633321,650814.012985,628
11,166,1,894,600771.460463,650641.497502,577
12,166,0,1594,600367.919658,650788.330091,600
12,166,0,1593,600367.919658,650788.330091,600
12,166,0,1488,600453.696560,650854.503851,628
12,166,0,1487,600453.696560,650854.503851,628
12,166,2,1461,600432.633321,650814.012985,628
13,166,1,1594,600572.902654,650420.468261,521
13,166,1,1593,600572.902654,650420.468261,521
13,166,2,1488,600453.696560,650854.503851,628
13,166,2,1487,600453.696560,650854.503851,628
13,166,2,1461,600432.633321,650814.012985,628
14,166,0,1548,600406.688754,650656.323492,574
14,166,1,1488,600958.106667,649811.074698,363
14,166,1,1487,600958.106667,649811.074698,363
14,166,2,1461,600432.633321,650814.012985,628
14,166,0,237,600320.376561,650763.844575,600
15,166,1,1548,600799.594881,651588.177991,821
15,166,0,1488,600474.574711,650864.341426,628
15,166,0,1487,600474.574711,650864.341426,628
15,166,2,1461,600432.633321,650814.012985,628
15,166,2,237,600320.376561,650763.844575,600
16,166,1,1488,601355.177988,651617.807963,853
16,166,1,1487,601355.177988,651617.807963,853
16,166,2,1461,600432.633321,650814.012985,628
16,166,2,237,600320.376561,650763.844575,600
17,166,2,1461,600432.633321,650814.012985,628
17,166,0,678,600351.951099,650686.086811,573
17,166,2,237,600320.376561,650763.844575,600
18,166,2,1461,600432.633321,650814.012985,628
18,166,2,678,600351.951099,650686.086811,573
18,166,2,237,600320.376561,650763.844575,600
19,166,2,1461,600432.633321,650814.012985,628
19,166,2,678,600351.951099,650686.086811,573
19,166,2,237,600320.376561,650763.844575,600
20,166,2,1461,600432.633321,650814.012985,628
20,166,2,678,600351.951099,650686.086811,573
20,166,0,405,600388.091125,650811.519168,628
20,166,1,237,600094.803315,651626.933127,841
21,166,2,1461,600432.633321,650814.012985,628
21,166,2,678,600351.951099,650686.086811,573
21,166,1,405,600201.442118,651130.098185,707
21,166,0,237,600318.067571,650763.244404,600
22,166,2,1461,600432.633321,650814.012985,628
22,166,0,948,600520.688780,650879.694646,629
22,166,2,678,600351.951099,650686.086811,573
22,166,0,374,600561.955789,650939.853574,656
22,166,1,237,601206.748127,650685.449755,582
23,166,2,1461,600432.633321,650814.012985,628
23,166,1,948,600231.329564,651197.664417,707
23,166,0,726,600463.769690,650739.749321,601
23,166,0,725,600463.769690,650739.749321,601
23,166,1,678,601158.539488,651248.332520,743
23,166,1,374,600935.370388,650025.681643,417
24,166,2,1461,600432.633321,650814.012985,628
24,166,0,1010,600528.214315,650814.952355,629
24,166,1,726,600067.554577,650982.150941,651
24,166,1,725,600067.554577,650982.150941,651
25,166,2,1461,600432.633321,650814.012985,628
25,166,0,1186,600340.847375,650760.919240,600
25,166,0,1185,600340.847375,650760.919240,600
25,166,2,1010,600528.214315,650814.952355,629
25,166,0,627,600447.242025,650737.941231,601
25,166,0,626,600447.242025,650737.941231,601
26,166,2,1461,600432.633321,650814.012985,628
26,166,1,1186,600059.718232,649749.120653,327
26,166,1,1185,600059.718232,649749.120653,327
26,166,1,1010,600506.884801,649590.770394,278
26,166,1,627,600754.955144,649789.561949,334
26,166,1,626,600754.955144,649789.561949,334
27,166,2,1461,600432.633321,650814.012985,628
27,166,0,1439,600349.313175,650782.380599,600
27,166,0,616,600314.881196,650776.882486,600
27,166,0,615,600314.881196,650776.882486,600
28,166,2,1461,600432.633321,650814.012985,628
28,166,1,1439,600408.290698,650341.780903,493
28,166,0,726,600376.993778,650635.751833,573
28,166,0,725,600376.993778,650635.751833,573
28,166,1,616,600031.650851,651057.513274,678
28,166,1,615,600031.650851,651057.513274,678
29,166,2,1461,600432.633321,650814.012985,628
29,166,0,1180,600421.633211,650661.452946,574
29,166,1,726,600640.150556,650253.007178,468
29,166,1,725,600640.150556,650253.007178,468
30,166,2,1461,600432.633321,650814.012985,628
30,166,1,1180,600629.475537,650296.206441,468
30,166,0,903,600349.024192,650725.516086,600
30,166,0,902,600349.024192,650725.516086,600
31,166,2,1461,600432.633321,650814.012985,628
31,166,1,903,601193.810838,651350.309859,771
31,166,1,902,601193.810838,651350.309859,771
32,166,2,1461,600432.633321,650814.012985,628
32,166,0,970,600471.343203,650769.666517,601
33,166,2,1461,600432.633321,650814.012985,628
33,166,0,1232,600380.138665,650834.371169,628
33,166,2,970,600471.343203,650769.666517,601
34,166,2,1461,600432.633321,650814.012985,628
34,166,1,1232,600653.587037,650552.742944,549
34,166,1,970,600941.448225,649965.762315,390
35,166,2,1461,600432.633321,650814.012985,628
36,166,2,1461,600432.633321,650814.012985,628
36,166,0,937,600342.013877,650722.877517,600
37,166,2,1461,600432.633321,650814.012985,628
37,166,1,937,600066.406474,651062.982131,678
38,166,2,1461,600432.633321,650814.012985,628
39,166,2,1461,600432.633321,650814.012985,628
39,166,0,1125,600467.181655,650811.999928,628
40,166,2,1461,600432.633321,650814.012985,628
40,166,0,1409,600513.321689,650969.169399,656
40,166,1,1125,600644.015980,651229.078631,738
41,166,2,1461,600432.633321,650814.012985,628
41,166,1,1409,599961.205697,651947.110639,920
41,166,0,852,600486.189016,650944.924612,656
42,166,2,1461,600432.633321,650814.012985,628
42,166,1,852,600196.750275,651209.561676,734
43,166,2,1461,600432.633321,650814.012985,628
43,166,0,610,600402.008202,650667.952099,574
44,166,2,1461,600432.633321,650814.012985,628
44,166,2,610,600402.008202,650667.952099,574
44,166,0,237,600403.177084,650726.874162,601
45,166,2,1461,600432.633321,650814.012985,628
45,166,2,610,600402.008202,650667.952099,574
45,166,1,237,600602.997888,649857.462417,360
46,166,2,1461,600432.633321,650814.012985,628
46,166,2,610,600402.008202,650667.952099,574
47,166,2,1461,600432.633321,650814.012985,628
47,166,2,610,600402.008202,650667.952099,574
47,166,0,250,600423.781840,650852.791456,628
47,166,0,249,600423.781840,650852.791456,628
48,166,2,1461,600432.633321,650814.012985,628
48,166,0,1092,600518.219243,650953.656373,656
48,166,0,1091,600518.219243,650953.656373,656
48,166,0,747,600438.467032,650683.769135,574
48,166,0,746,600438.467032,650683.769135,574
48,166,2,610,600402.008202,650667.952099,574
48,166,1,250,600420.253176,650435.960354,520
48,166,1,249,600420.253176,650435.960354,520
49,166,2,1461,600432.633321,650814.012985,628
49,166,2,1092,600518.219243,650953.656373,656
49,166,2,1091,600518.219243,650953.656373,656
49,166,1,747,600593.252471,649795.713494,333
49,166,1,746,600593.252471,649795.713494,333
49,166,1,610,601048.886685,649665.292600,310
50,166,2,1461,600432.633321,650814.012985,628
50,166,2,1092,600518.219243,650953.656373,656
50,166,2,1091,600518.219243,650953.656373,656
51,166,2,1461,600432.633321,650814.012985,628
51,166,0,1296,600367.688443,650715.716665,600
51,166,2,1092,600518.219243,650953.656373,656
51,166,2,1091,600518.219243,650953.656373,656
51,166,0,235,600493.815475,650805.391505,629
52,166,2,1461,600432.633321,650814.012985,628
52,166,1,1296,600016.572615,649700.572944,300
52,166,2,1092,600518.219243,650953.656373,656
52,166,2,1091,600518.219243,650953.656373,656
52,166,1,235,600737.724794,650408.940523,523
53,166,0,1488,600410.125516,650870.259622,628
53,166,0,1487,600410.125516,650870.259622,628
53,166,2,1461,600432.633321,650814.012985,628
53,166,1,1092,599893.763033,651511.292343,812
53,166,1,1091,599893.763033,651511.292343,812
54,166,2,1488,600410.125516,650870.259622,628
54,166,2,1487,600410.125516,650870.259622,628
54,166,2,1461,600432.633321,650814.012985,628
54,166,0,1047,600483.981212,650690.889351,575
55,166,1,1488,601473.509791,650409.404073,530
55,166,1,1487,601473.509791,650409.404073,530
55,166,2,1461,600432.633321,650814.012985,628
55,166,1,1047,600791.109825,650893.029841,632
56,166,2,1461,600432.633321,650814.012985,628
56,166,0,1375,600524.509652,650801.635491,602
56,166,0,1374,600524.509652,650801.635491,602
56,166,0,387,600515.431603,650966.905160,656
57,166,2,1461,600432.633321,650814.012985,628
57,166,1,1375,600274.372565,651036.772180,680
57,166,1,1374,600274.372565,651036.772180,680
57,166,0,722,600470.154768,650905.558405,655
57,166,1,387,600243.390525,651223.666057,734
58,166,2,1461,600432.633321,650814.012985,628
58,166,1,722,600526.175302,650520.476088,548
59,166,2,1461,600432.633321,650814.012985,628
59,166,0,894,600451.014126,650752.510032,601
60,166,2,1461,600432.633321,650814.012985,628
60,166,0,1344,600437.976512,650823.932363,628
60,166,2,894,600451.014126,650752.510032,601
61,166,2,1461,600432.633321,650814.012985,628
61,166,2,1344,600437.976512,650823.932363,628
61,166,2,894,600451.014126,650752.510032,601
61,166,0,479,600410.245753,650713.455370,601
61,166,0,478,600410.245753,650713.455370,601
62,166,2,1461,600432.633321,650814.012985,628
62,166,1,1344,601348.939858,650294.710755,475
62,166,2,894,600451.014126,650752.510032,601
62,166,1,479,600365.096206,650287.652949,465
62,166,1,478,600365.096206,650287.652949,465
63,166,2,1461,600432.633321,650814.012985,628
63,166,1,894,600461.455313,650383.874145,493
63,166,0,680,600370.017732,650833.717781,627
64,166,2,1461,600432.633321,650814.012985,628
64,166,1,680,600642.143927,650458.844180,522
65,166,2,1461,600432.633321,650814.012985,628
65,166,0,1315,600433.535275,650856.052998,628
65,166,0,1314,600433.535275,650856.052998,628
65,166,0,384,600407.168496,650782.723252,601
66,166,2,1461,600432.633321,650814.012985,628
66,166,0,1344,600438.749743,650866.618864,628
66,166,0,1339,600480.344953,650658.256692,575
66,166,0,1338,600480.344953,650658.256692,575
66,166,2,1315,600433.535275,650856.052998,628
66,166,2,1314,600433.535275,650856.052998,628
66,166,1,384,600763.987223,649917.747546,388
67,166,2,1461,600432.633321,650814.012985,628
67,166,2,1344,600438.749743,650866.618864,628
67,166,1,1339,600544.332114,650281.382881,467
67,166,1,1338,600544.332114,650281.382881,467
67,166,1,1315,601366.735474,650531.394177,556
67,166,1,1314,601366.735474,650531.394177,556
67,166,0,1232,600488.224177,650774.963032,602
67,166,0,574,600572.679211,651035.867209,683
68,166,2,1461,600432.633321,650814.012985,628
68,166,2,1344,600438.749743,650866.618864,628
68,166,2,1232,600488.224177,650774.963032,602
68,166,1,574,600109.937319,651872.340031,895
69,166,2,1461,600432.633321,650814.012985,628
69,166,2,1344,600438.749743,650866.618864,628
69,166,2,1232,600488.224177,650774.963032,602
70,166,2,1461,600432.633321,650814.012985,628
70,166,2,1344,600438.749743,650866.618864,628
70,166,2,1232,600488.224177,650774.963032,602
71,166,2,1461,600432.633321,650814.012985,628
71,166,1,1344,600650.172306,651898.718776,900
71,166,2,1232,600488.224177,650774.963032,602
71,166,0,190,600423.248089,650686.970264,574
72,166,2,1461,600432.633321,650814.012985,628
72,166,2,1232,600488.224177,650774.963032,602
72,166,2,190,600423.248089,650686.970264,574
73,166,2,1461,600432.633321,650814.012985,628
73,166,2,1232,600488.224177,650774.963032,602
73,166,2,190,600423.248089,650686.970264,574
74,166,2,1461,600432.633321,650814.012985,628
74,166,2,1232,600488.224177,650774.963032,602
74,166,0,627,600558.161785,650935.358532,656
74,166,0,626,600558.161785,650935.358532,656
74,166,2,190,600423.248089,650686.970264,574
75,166,2,1461,600432.633321,650814.012985,628
75,166,2,1232,600488.224177,650774.963032,602
75,166,1,627,600726.537701,649952.627554,388
75,166,1,626,600726.537701,649952.627554,388
75,166,2,190,600423.248089,650686.970264,574
76,166,2,1461,600432.633321,650814.012985,628
76,166,2,1232,600488.224177,650774.963032,602
76,166,2,190,600423.248089,650686.970264,574
77,166,2,1461,600432.633321,650814.012985,628
77,166,2,1232,600488.224177,650774.963032,602
77,166,0,294,600410.170883,650871.595215,628
77,166,2,190,600423.248089,650686.970264,574
78,166,2,1461,600432.633321,650814.012985,628
78,166,2,1232,600488.224177,650774.963032,602
78,166,0,384,600352.948720,650807.588256,627
78,166,2,294,600410.170883,650871.595215,628
78,166,2,190,600423.248089,650686.970264,574
79,166,2,1461,600432.633321,650814.012985,628
79,166,2,1232,600488.224177,650774.963032,602
79,166,1,384,600548.982846,649892.671212,359
79,166,0,314,600430.676782,650631.443877,574
79,166,0,313,600430.676782,650631.443877,574
79,166,1,294,601390.810769,650577.475835,557
79,166,2,190,600423.248089,650686.970264,574
80,166,2,1461,600432.633321,650814.012985,628
80,166,2,1232,600488.224177,650774.963032,602
80,166,1,314,600836.579696,649318.441905,227
80,166,1,313,600836.579696,649318.441905,227
80,166,2,190,600423.248089,650686.970264,574
81,166,2,1461,600432.633321,650814.012985,628
81,166,2,1232,600488.224177,650774.963032,602
81,166,2,190,600423.248089,650686.970264,574
82,166,2,1461,600432.633321,650814.012985,628
82,166,2,1232,600488.224177,650774.963032,602
82,166,0,1086,600367.392562,650732.766263,600
82,166,0,1085,600367.392562,650732.766263,600
82,166,1,190,601351.699608,650328.061670,502
83,166,2,1461,600432.633321,650814.012985,628
83,166,2,1232,600488.224177,650774.963032,602
83,166,1,1086,601432.108769,650447.666526,530
83,166,1,1085,601432.108769,650447.666526,530
84,166,2,1461,600432.633321,650814.012985,628
84,166,1,1232,600245.682314,651083.608320,680
85,166,2,1461,600432.633321,650814.012985,628
86,166,0,1484,600395.860278,650822.688363,628
86,166,2,1461,600432.633321,650814.012985,628
87,166,2,1484,600395.860278,650822.688363,628
87,166,2,1461,600432.633321,650814.012985,628
88,166,2,1484,600395.860278,650822.688363,628
88,166,2,1461,600432.633321,650814.012985,628
89,166,2,1484,600395.860278,650822.688363,628
89,166,2,1461,600432.633321,650814.012985,628
89,166,0,357,600462.608233,650710.467663,601
90,166,2,1484,600395.860278,650822.688363,628
90,166,2,1461,600432.633321,650814.012985,628
90,166,0,1344,600457.333691,650718.167089,601
90,166,1,357,600146.386052,650982.573741,652
91,166,2,1484,600395.860278,650822.688363,628
91,166,2,1461,600432.633321,650814.012985,628
91,166,2,1344,600457.333691,650718.167089,601
91,166,0,1332,600437.889468,650746.268163,601
92,166,2,1484,600395.860278,650822.688363,628
92,166,2,1461,600432.633321,650814.012985,628
92,166,2,1344,600457.333691,650718.167089,601
92,166,1,1332,600178.183629,651015.281855,680
93,166,2,1484,600395.860278,650822.688363,628
93,166,2,1461,600432.633321,650814.012985,628
93,166,2,1344,600457.333691,650718.167089,601
93,166,0,1098,600373.296588,650809.218483,627
93,166,0,1092,600482.530728,650687.569686,575
93,166,0,1091,600482.530728,650687.569686,575
