202,1,270,600709.8049560001,650211.478136,469
201,0,284,600463.509336,650650.39467,574
201,0,283,600463.509336,650650.39467,574
201,2,253,600502.664411,650743.6189270001,602
194,2,289,600384.426337,650135.919067,439
190,0,242,599813.800495,650519.0601069999,541
190,0,241,599813.800495,650519.0601069999,541
188,1,273,600005.273553,648885.714946,84
143,2,246,600005.730261,652093.23084,948
143,2,245,600005.730261,652093.23084,948
136,2,280,601194.2985810001,649422.484527,258
131,2,234,601514.911596,650068.348954,423
129,0,270,600709.8049560001,650211.478136,469
115,1,284,600463.509336,650650.39467,574
115,1,283,600463.509336,650650.39467,574
97,2,276,600284.704999,650411.381494,519
95,2,268,601425.552067,651021.580236,692
82,2,257,600276.674052,649522.81179,275
79,1,242,599813.800495,650519.0601069999,541
79,1,241,599813.800495,650519.0601069999,541
69,2,292,601976.283776,650135.165896,454
69,2,291,601976.283776,650135.165896,454
64,2,299,600872.712269,649690.094972,308
45,0,273,600005.273553,648885.714946,84
24,2,230,600448.807269,652805.61038,1168
23,2,297,600030.651665,651928.3534,921
23,2,296,600030.651665,651928.3534,921
23,2,259,600078.941324,651854.245087,895
