201,0,268,600410.273702,650778.9884489999,601
199,0,292,599970.87655,651709.309596,866
199,0,291,599970.87655,651709.309596,866
197,1,230,600971.5713109999,652281.334357,1011
194,2,289,600384.426337,650135.919067,439
177,0,230,600971.5713109999,652281.334357,1011
137,1,297,600252.471518,653516.076022,1355
137,1,296,600252.471518,653516.076022,1355
131,2,234,601514.911596,650068.348954,423
130,1,257,600141.00525,652560.792839,1084
126,1,268,600410.273702,650778.9884489999,601
125,2,242,601153.1661800001,651525.617877,824
125,2,241,601153.1661800001,651525.617877,824
117,0,297,600252.471518,653516.076022,1355
117,0,296,600252.471518,653516.076022,1355
114,0,270,600831.599683,650572.761229,551
110,2,273,600195.7449899999,649919.004013,383
110,2,253,600091.015093,649791.594036,328
87,0,299,599799.3181520001,649623.683818,298
72,1,299,599799.3181520001,649623.683818,298
71,2,280,600255.040228,649027.91859,140
58,2,284,601197.974211,650615.12061,582
58,2,283,601197.974211,650615.12061,582
54,0,257,600141.00525,652560.792839,1084
43,1,270,600831.599683,650572.761229,551
23,1,292,599970.87655,651709.309596,866
23,1,291,599970.87655,651709.309596,866
23,2,259,600078.941324,651854.245087,895
23,2,246,599987.8326760001,651933.067514,921
23,2,245,599987.8326760001,651933.067514,921
9,2,276,601026.924381,649883.108971,364
